"","Pos.","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"37","DEF","Batista, Nicolás","$3.100.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","argentinos"
"38","DEF","Almandoz, Mariano","$2.200.000","15","5,00","4,46","0","0","0","0","0","0","1","1","0","0","0","argentinos"
"39","DEF","Matricardi, Patricio","$2.000.000","68","4,86","6,59","0","0","0","0","0","0","7","4","1","0","0","argentinos"
"40","DEF","Laso, Joaquín","$1.300.000","16","4,00","4,88","0","0","0","0","0","0","1","1","1","0","0","argentinos"
"41","DEF","Flores, Franco","$3.000.000","50","5,00","9,23","1","0","0","0","0","0","4","2","1","0","0","argentinos"
"42","DEF","Torrén, Miguel Angel","$3.300.000","53","5,89","11,05","1","0","0","0","0","0","5","3","0","0","0","argentinos"
"43","DEF","Freire, Nicolás","$2.600.000","47","5,22","9,24","1","0","0","0","0","0","4","2","0","0","0","argentinos"
"44","DEF","Garré, Ezequiel","$3.500.000","80","5,71","7,62","1","0","0","1","0","0","6","2","1","0","0","argentinos"
"45","VOL","Agüero, Emiliano","$500.000","27","4,50","4,83","0","0","0","0","0","0","0","1","0","0","0","argentinos"
"46","VOL","García, Matías","$1.000.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","argentinos"
"47","VOL","Gallego, Federico","$2.400.000","70","5,38","7,87","0","0","1","0","0","0","0","3","0","0","0","argentinos"
"48","VOL","Giménez, Matías","$2.700.000","18","4,50","3,82","1","0","0","0","0","0","0","0","0","0","0","argentinos"
"49","VOL","Alaniz, Martín","$500.000","23","4,60","4,46","0","0","0","0","0","0","0","0","0","0","0","argentinos"
"50","VOL","Ham, Ezequiel","$900.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","argentinos"
"51","VOL","Iñiguez, Gaspar","$3.000.000","74","5,69","9,05","1","1","0","0","0","0","0","2","0","0","0","argentinos"
"52","VOL","Basualdo, Germán","$2.300.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","argentinos"
"53","VOL","Ledesma, Cristian","$4.300.000","54","5,40","11,09","1","1","0","0","0","0","0","2","0","0","0","argentinos"
"54","VOL","Navarro, Leandro","$2.000.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","argentinos"
"55","VOL","Cabral, Luciano","$2.800.000","47","6,71","19,83","1","1","1","0","0","0","0","0","0","0","0","argentinos"
"56","VOL","Trovento, Emiliano","$300.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","argentinos"
"57","DEL","Lenis, Reinaldo","$3.300.000","70","5,00","4,81","1","0","0","0","0","0","0","1","0","0","0","argentinos"
"58","DEL","Castillejos, Gonzalo","$3.600.000","30","5,00","7,59","0","1","0","0","0","0","0","0","0","0","0","argentinos"
"59","DEL","Rinaldi, Lautaro","$2.300.000","83","6,38","14,10","1","0","4","0","0","0","0","1","0","0","0","argentinos"
"60","DEL","Franzoia, Andrés","$3.500.000","54","5,40","9,91","1","0","2","0","0","0","0","0","0","0","0","argentinos"
"61","DEL","Cano, Lucas","$2.600.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","argentinos"
"62","DEL","Rodríguez, Jonathan","$1.400.000","55","5,50","9,59","0","0","1","0","0","0","0","1","0","0","0","argentinos"
"63","ARQ","Andrada, Esteban","$2.500.000","66","5,08","15,28","1","1","0","0","13","0","4","2","0","0","0","arsenal"
"64","ARQ","Limia, Oscar A.","$2.000.000","7","2,33","1,30","0","0","0","0","7","0","0","0","0","0","0","arsenal"
"65","ARQ","Marussi, Alan","$500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","arsenal"
"66","DEF","Rosero Valencia, D.","$2.900.000","37","4,11","7,79","1","0","0","0","0","0","3","2","2","0","0","arsenal"
"67","DEF","Sarulyte, Matías","$4.000.000","49","7,00","18,22","1","0","1","0","0","0","2","1","0","0","0","arsenal"
"68","DEF","Varga, Iván","$1.700.000","25","5,00","5,54","0","0","0","0","0","0","1","0","0","0","0","arsenal"
"69","DEF","Zaldivia, Matías","$2.600.000","41","4,56","7,08","0","0","0","0","0","0","2","3","0","0","0","arsenal"
"70","DEF","Curbelo, Jorge","$3.300.000","58","4,46","4,83","0","0","0","0","0","0","4","5","0","0","0","arsenal"
"71","DEF","Corvalán, Claudio","$2.500.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","arsenal"
"72","DEF","Luna, Fernando","$1.300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"73","DEF","Curado, Marcos","$700.000","22","5,50","5,62","1","0","0","0","0","0","2","1","0","0","0","arsenal"
"74","DEF","Sánchez, Salvador","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"75","VOL","Esmerado, Gastón","$1.500.000","4","4,00","0,89","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"76","VOL","Flores, Gabriel","$300.000","2","2,00","0,22","1","0","0","0","0","0","0","1","0","0","0","arsenal"
"77","VOL","Fredes, Hernán","$3.800.000","32","4,57","5,63","1","0","0","0","0","0","0","2","0","0","0","arsenal"
"78","VOL","Giménez, Gonzalo","$400.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","arsenal"
"79","VOL","Godoy, Leandro","$600.000","12","4,00","2,80","0","0","0","0","0","0","0","1","0","0","0","arsenal"
"80","VOL","Marcone, Iván","$3.500.000","78","4,88","4,01","1","1","0","0","0","0","0","4","0","0","0","arsenal"
"81","VOL","Bareiro, Ezequiel","$900.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","arsenal"
"82","VOL","López, Ramiro","$3.000.000","41","6,83","18,01","1","1","1","0","0","0","0","0","0","0","0","arsenal"
"83","VOL","Lértora, Federico","$2.300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"84","VOL","Chávez, Cristian","$3.700.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"85","VOL","Milo, Federico","$1.000.000","18","4,50","4,41","0","0","0","0","0","0","0","1","0","0","0","arsenal"
"86","VOL","Zaldívar, Matías","$1.200.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","arsenal"
"87","VOL","Campos Toro, Matías","$2.500.000","43","4,78","6,13","1","0","0","0","0","0","0","1","0","0","0","arsenal"
"88","VOL","Caneo, Miguel","$4.700.000","4","4,00","4,00","1","0","0","0","0","0","0","0","0","0","0","arsenal"
"89","VOL","Ruiz, Ezequiel","$600.000","20","6,67","8,97","0","0","1","0","0","0","0","0","0","0","0","arsenal"
"90","VOL","Carrera, Ramiro","$2.500.000","81","5,79","32,18","1","1","3","0","0","0","0","4","1","0","0","arsenal"
"91","DEL","Herrera, Maximiliano","$900.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","arsenal"
"92","DEL","Laurito, Federico","$2.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"93","DEL","Rasic, Federico","$3.200.000","26","5,20","7,43","0","0","0","1","0","0","0","0","0","0","0","arsenal"
"94","DEL","Ciaccheri, Esteban","$1.000.000","4","4,00","0,89","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"95","DEL","Pugh, Lucas","$600.000","10","5,00","2,60","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"96","DEL","Costa, Franco","$600.000","14","4,67","3,20","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"97","DEL","Burzio, Pablo","$2.700.000","51","5,10","7,06","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"98","DEL","Schmidt, Brian","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"99","DEL","Silva, Santiago","$4.900.000","77","6,42","23,54","0","1","4","0","0","0","0","4","0","0","0","arsenal"
"100","DEL","González, Gonzalo","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"101","DEL","Zelaya, Emilio","$3.000.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","arsenal"
"102","DEL","Muñoz, Fabián","$3.400.000","51","4,64","5,18","0","0","0","0","0","0","0","0","0","0","0","arsenal"
"103","ARQ","Rossetti, Guido","$400.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"104","ARQ","Werner, Axel","$600.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","atletico-rafaela"
"105","ARQ","De Giorgi, Carlos","$2.500.000","37","7,40","18,03","1","2","0","0","5","0","1","0","0","0","0","atletico-rafaela"
"106","ARQ","Conde, Esteban","$3.200.000","42","3,82","9,54","0","0","0","0","18","0","2","1","0","0","0","atletico-rafaela"
"107","DEF","Colombo, Rodrigo","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"108","DEF","Eluchans, Juan","$3.400.000","69","5,75","9,70","0","0","0","2","0","0","3","2","0","0","0","atletico-rafaela"
"109","DEF","Canavessio, Nicolás","$800.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","atletico-rafaela"
"110","DEF","Ré, Germán","$3.500.000","86","5,38","3,35","1","0","0","0","0","0","4","0","0","0","0","atletico-rafaela"
"111","DEF","Godoy, Leonardo","$300.000","9","4,50","2,13","1","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"112","DEF","Gómez, Mauricio","$1.500.000","4","4,00","0,89","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"113","DEF","Sacks, Joel","$3.000.000","46","5,11","7,74","0","0","0","0","0","0","2","0","0","0","0","atletico-rafaela"
"114","DEF","Barboza, Alexander","$500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"115","DEF","Martínez, Sebastián","$2.900.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"116","DEF","Kruspzky, Lucas","$2.500.000","11","3,67","2,23","1","0","0","0","0","0","0","1","0","0","0","atletico-rafaela"
"117","VOL","Marino, Guillermo","$3.000.000","41","5,13","9,89","0","0","1","0","0","0","0","2","0","0","0","atletico-rafaela"
"118","VOL","Montiel, Diego","$1.200.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","atletico-rafaela"
"119","VOL","Serrano, Walter","$3.200.000","69","4,60","8,17","1","0","1","0","0","0","0","3","1","0","0","atletico-rafaela"
"120","VOL","Morales, Gabriel","$500.000","2","2,00","0,22","0","0","0","0","0","0","0","1","0","0","0","atletico-rafaela"
"121","VOL","Castellano, Mateo","$300.000","0","0,00","0,00","1","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"122","VOL","Cervantes, Facundo","$300.000","0","0,00","0,00","1","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"123","VOL","Graciani, Gabriel","$3.200.000","15","5,00","3,75","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"124","VOL","Gaitán, Pablo","$1.500.000","2","2,00","0,22","0","0","0","0","0","0","0","1","0","0","0","atletico-rafaela"
"125","VOL","Rodríguez Rojas, G.","$2.000.000","19","3,00","0,00","1","0","0","0","0","0","0","2","1","0","0","atletico-rafaela"
"126","VOL","Ferreyra, Osmar","$2.300.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"127","VOL","Bastía, Adrián","$3.700.000","94","6,27","22,25","1","2","2","0","0","0","0","3","1","0","0","atletico-rafaela"
"128","VOL","Morales, Dimas","$2.000.000","55","5,50","9,71","0","0","1","0","0","0","0","0","0","0","0","atletico-rafaela"
"129","DEL","Andrada, Federico","$1.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"130","DEL","Pussetto, Ignacio","$1.800.000","4","4,00","4,00","1","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"131","DEL","Sosa, Sergio","$1.000.000","17","4,25","3,29","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"132","DEL","Orsini, Nicolás","$1.400.000","19","4,75","4,22","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"133","DEL","Acuña, Carlos","$2.300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"134","DEL","Jominy, Franco","$800.000","24","6,00","7,77","1","0","1","0","0","0","0","0","0","0","0","atletico-rafaela"
"135","DEL","Quiroga, Mauro","$1.000.000","4","4,00","0,89","0","0","0","0","0","0","0","0","0","0","0","atletico-rafaela"
"136","ARQ","Altamirano, Facundo","$500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","banfield"
"137","ARQ","Pellegrino, Fernando","$2.200.000","22","5,50","6,68","0","0","0","0","4","0","2","0","0","0","0","banfield"
"138","ARQ","Bologna, Enrique","$3.500.000","72","5,54","9,71","1","0","0","0","14","0","4","0","0","0","0","banfield"
"139","DEF","Rodríguez, Jorge","$600.000","3","3,00","0,50","0","0","0","0","0","0","0","0","0","0","0","banfield"
"140","DEF","Bianchi Arce, N.","$3.200.000","79","4,94","3,52","1","0","0","0","0","0","5","3","0","0","0","banfield"
"141","DEF","Tevez, Nicolás","$500.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","banfield"
"142","DEF","Bettini, Gonzalo","$2.000.000","21","5,25","5,36","0","0","0","0","0","0","1","1","0","0","0","banfield"
"143","DEF","Vittor, Sergio","$3.000.000","77","5,92","15,07","1","2","0","0","0","0","4","4","1","0","0","banfield"
"144","DEF","Noguera, Fabián","$3.100.000","69","6,90","21,11","1","0","1","0","0","0","6","3","0","0","0","banfield"
"145","DEF","Díaz, Cristian","$2.900.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","banfield"
"146","DEF","Devaca, José","$2.300.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","banfield"
"147","DEF","Civelli, Luciano","$4.100.000","100","6,25","9,75","1","0","1","0","0","0","5","1","0","0","0","banfield"
"148","VOL","Domingo, Nicolás","$3.900.000","72","4,80","4,65","0","0","0","0","0","0","0","5","0","0","0","banfield"
"149","VOL","Yeri, Nahuel","$2.300.000","58","4,83","4,25","1","0","0","0","0","0","0","3","0","0","0","banfield"
"150","VOL","Cecchini, Emanuel","$700.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","banfield"
"151","VOL","Abelairas, Matías","$3.400.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","banfield"
"152","VOL","Erviti, Walter","$4.400.000","58","4,83","6,48","1","0","0","0","0","0","0","4","0","0","0","banfield"
"153","VOL","Cazares, Juan","$4.500.000","97","6,93","17,38","0","2","1","0","0","0","0","0","0","0","0","banfield"
"154","VOL","Calzada, Maximiliano","$2.000.000","10","3,33","1,65","1","0","0","0","0","0","0","3","0","0","0","banfield"
"155","VOL","Remedi, Eric","$300.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","banfield"
"156","VOL","Requena, Jonathan","$2.100.000","10","5,00","2,71","0","0","0","0","0","0","0","0","0","0","0","banfield"
"157","VOL","Rossi, Iván","$400.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","banfield"
"158","DEL","Chetti, Leandro","$1.600.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","banfield"
"159","DEL","Trinidad, Enzo","$900.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","banfield"
"160","DEL","Castillón, Facundo","$3.500.000","20","6,67","8,15","1","0","1","0","0","0","0","0","0","0","0","banfield"
"161","DEL","Viatri, Lucas","$3.600.000","52","5,20","8,41","0","0","1","0","0","0","0","0","0","0","0","banfield"
"162","DEL","Terzaghi, Emiliano","$2.100.000","24","4,80","5,07","0","0","0","0","0","0","0","1","0","0","0","banfield"
"163","DEL","Villagra, Claudio","$400.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","banfield"
"164","DEL","Simeone, Giovanni","$3.000.000","10","5,00","2,60","1","0","0","0","0","0","0","0","0","0","0","banfield"
"165","DEL","Cuero, Mauricio","$3.700.000","137","8,56","16,76","1","4","5","0","0","0","0","0","0","0","0","banfield"
"166","DEL","Asenjo, Mauricio","$2.000.000","34","6,80","11,76","0","0","2","0","0","0","0","0","0","0","0","banfield"
"167","ARQ","Acosta, Lucas M.","$800.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","belgrano"
"168","ARQ","Olave, Juan Carlos","$4.000.000","96","6,00","6,46","1","0","0","0","10","0","6","2","0","0","0","belgrano"
"169","ARQ","Heredia, Pablo","$2.500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","belgrano"
"170","DEF","Aveldaño, Lucas","$3.800.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","belgrano"
"171","DEF","Barrios, Pier","$2.900.000","27","5,40","7,77","0","0","0","0","0","0","3","0","1","0","0","belgrano"
"172","DEF","Alvarez, Federico","$1.200.000","10","5,00","2,60","0","0","0","0","0","0","1","1","0","0","0","belgrano"
"173","DEF","Pérez, Claudio","$3.200.000","106","7,07","18,65","1","0","2","1","0","0","6","3","0","2","0","belgrano"
"174","DEF","Escudero, Sergio","$3.700.000","96","7,38","23,99","1","0","3","0","0","0","5","7","0","0","0","belgrano"
"175","DEF","Turus, Gastón","$3.000.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","belgrano"
"176","DEF","Lema, Cristian","$2.400.000","62","4,77","6,23","1","0","0","0","0","1","5","8","0","0","0","belgrano"
"177","DEF","Saravia, Renzo","$2.800.000","85","5,67","7,88","1","1","0","0","0","1","5","2","1","0","0","belgrano"
"178","VOL","Mansanelli, César","$2.800.000","15","5,00","3,63","0","0","0","0","0","0","0","0","0","0","0","belgrano"
"179","VOL","Bolatti, Mario","$4.300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","belgrano"
"180","VOL","Farré, Guillermo","$4.000.000","73","4,87","4,33","1","0","0","0","0","0","0","7","0","0","0","belgrano"
"181","VOL","Zelarayán, Lucas","$6.200.000","124","8,27","30,91","1","4","3","0","0","0","0","2","0","0","0","belgrano"
"182","VOL","Velázquez, Jorge","$4.600.000","69","6,27","13,23","1","0","2","0","0","0","0","3","0","0","0","belgrano"
"183","VOL","Etevenaux, Iván","$1.900.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","belgrano"
"184","VOL","Parodi, Lucas","$2.000.000","41","4,56","5,54","0","0","0","0","0","0","0","3","0","0","0","belgrano"
"185","VOL","Cochis, Germán","$500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","belgrano"
"186","VOL","Alanis, Gabriel","$500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","belgrano"
"187","VOL","Rigoni, Emiliano","$3.900.000","112","7,47","35,54","1","2","4","0","0","0","0","0","0","0","0","belgrano"
"188","VOL","Prediger, Sebastián","$3.300.000","51","5,10","9,18","1","0","0","0","0","0","0","3","1","0","0","belgrano"
"189","DEL","Luján, Nahuel","$400.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","belgrano"
"190","DEL","Obolo, Mauro","$4.200.000","86","5,38","6,76","1","0","3","0","0","0","0","2","0","0","0","belgrano"
"191","DEL","Becchio, Luciano","$2.900.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","belgrano"
"192","DEL","Márquez, Fernando","$3.800.000","97","6,47","16,56","1","2","3","0","0","0","0","3","0","0","0","belgrano"
"193","DEL","Valdemarín, Joel","$500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","belgrano"
"194","ARQ","Sara, Guillermo","$3.800.000","56","8,00","17,62","0","0","0","0","2","0","5","2","0","0","0","boca"
"195","ARQ","Orion, Agustín","$5.500.000","47","4,70","11,83","1","0","0","0","9","0","4","1","2","0","0","boca"
"196","DEF","Monzón, Luciano","$3.000.000","41","5,13","8,48","0","0","0","0","0","0","3","2","0","0","0","boca"
"197","DEF","Peruzzi, Gino","$4.000.000","62","6,20","10,93","1","0","0","0","0","0","6","1","0","0","0","boca"
"198","DEF","Tobio, Fernando","$3.900.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","boca"
"199","DEF","Rolín, Alexis","$2.800.000","19","6,33","6,10","1","0","0","0","0","0","2","0","0","0","0","boca"
"200","DEF","Marín, Leandro","$2.800.000","26","6,50","8,37","0","0","0","0","0","0","2","0","0","0","0","boca"
"201","DEF","Magallán, Lisandro","$1.500.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","boca"
"202","DEF","Díaz, Daniel","$6.500.000","137","9,13","31,47","1","3","2","0","0","0","8","3","0","0","0","boca"
"203","DEF","Komar, Juan Cruz","$700.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","boca"
"204","VOL","Lodeiro, Nicolás","$5.200.000","67","6,70","17,00","1","2","0","1","0","0","0","1","0","0","0","boca"
"205","VOL","Gago, Fernando","$5.500.000","40","5,71","12,35","0","0","0","1","0","0","0","0","1","0","0","boca"
"206","VOL","Erbes, Cristian","$3.500.000","39","5,57","11,74","1","0","1","0","0","0","0","3","0","0","0","boca"
"207","VOL","Fuenzalida, José","$3.000.000","27","5,40","6,12","0","0","0","0","0","0","0","0","0","0","0","boca"
"208","VOL","Cubas, Adrián Andrés","$2.000.000","30","7,50","11,83","0","1","0","0","0","0","0","0","0","0","0","boca"
"209","VOL","Cristaldo, Franco","$800.000","17","8,50","8,94","0","0","1","0","0","0","0","0","0","0","0","boca"
"210","VOL","Meli, César","$4.200.000","81","6,23","23,94","1","1","2","0","0","0","0","4","0","0","0","boca"
"211","VOL","Colazo, Nicolás","$3.500.000","57","5,18","6,70","1","0","0","0","0","0","0","2","0","0","0","boca"
"212","VOL","Bravo, Federico","$2.000.000","5","5,00","1,38","0","0","0","0","0","0","0","0","0","0","0","boca"
"213","VOL","Carrizo, Federico","$4.000.000","58","5,80","11,89","0","0","1","0","0","0","0","0","0","0","0","boca"
"214","VOL","Pavón, Cristian","$2.800.000","41","10,25","24,71","0","1","2","0","0","0","0","0","0","0","0","boca"
"215","VOL","Pérez, Pablo","$4.000.000","48","5,33","10,03","1","1","0","0","0","0","0","4","1","0","0","boca"
"216","VOL","Bentancur, Rodrigo","$1.500.000","20","5,00","4,62","1","0","0","0","0","0","0","1","0","0","0","boca"
"217","DEL","Palacios, Sebastián","$2.800.000","64","9,14","31,47","1","1","4","0","0","0","0","0","0","0","0","boca"
"218","DEL","Tevez, Carlos","$8.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","boca"
"219","DEL","Calleri, Jonathan","$5.100.000","61","6,10","12,36","1","0","3","0","0","0","0","1","0","0","0","boca"
"220","DEL","Chávez, Andrés","$4.900.000","33","4,71","6,76","0","0","0","1","0","0","0","2","0","0","0","boca"
"221","ARQ","Broun, Jorge","$3.000.000","66","4,40","10,34","0","0","0","0","18","0","4","1","1","0","0","colon"
"222","ARQ","Lovera, Ignacio","$1.500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","colon"
"223","ARQ","Mehring, Andres","$1.500.000","9","9,00","4,48","1","0","0","0","0","0","1","0","0","0","0","colon"
"224","DEF","Cuevas, Pablo","$2.600.000","45","4,09","5,05","0","0","0","0","0","0","1","3","0","0","0","colon"
"225","DEF","Castillo, Luis","$2.500.000","10","5,00","2,60","0","0","0","0","0","0","1","1","0","0","0","colon"
"226","DEF","Conti, Germán","$3.000.000","93","6,20","13,19","1","3","0","0","0","0","5","6","0","0","0","colon"
"227","DEF","Arroyo, Osvaldo","$300.000","0","0,00","0,00","1","0","0","0","0","0","0","0","0","0","0","colon"
"228","DEF","Rodríguez, Clemente","$3.400.000","34","5,67","8,47","1","0","0","0","0","0","3","1","0","0","0","colon"
"229","DEF","Benegas, Ismael","$1.800.000","0","0,00","0,00","1","0","0","0","0","0","0","0","0","0","0","colon"
"230","DEF","Saín, Cristian","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","colon"
"231","DEF","Lazzaroni, Franco","$2.900.000","50","5,56","8,88","0","0","0","0","0","0","3","1","0","0","0","colon"
"232","DEF","Landa, Lucas","$3.000.000","26","4,33","6,25","0","0","0","0","0","0","1","1","0","0","0","colon"
"233","VOL","Leys, Franco","$900.000","3","3,00","0,50","1","0","0","0","0","0","0","1","0","0","0","colon"
"234","VOL","Gómez, Exequiel","$500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","colon"
"235","VOL","Ledesma, Pablo","$3.500.000","73","5,21","7,03","1","1","0","0","0","0","0","4","0","0","0","colon"
"236","VOL","Ballini, Matías","$2.500.000","50","4,55","5,58","0","0","0","0","0","0","0","3","0","0","0","colon"
"237","VOL","Llama, Cristian","$2.500.000","42","8,40","21,90","0","1","2","0","0","0","0","2","0","0","0","colon"
"238","VOL","Garnier, Yamil","$1.900.000","20","5,00","4,50","1","0","0","0","0","0","0","0","0","0","0","colon"
"239","VOL","Jourdan, Facundo","$500.000","0","0,00","0,00","1","0","0","0","0","0","0","0","0","0","0","colon"
"240","VOL","Pérez, Daniel","$1.500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","colon"
"241","VOL","Poblete, Gerónimo","$2.000.000","52","4,33","4,53","0","0","0","0","0","0","0","4","0","0","0","colon"
"242","VOL","Casado, Víctor","$1.000.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","colon"
"243","VOL","Romero, Braian","$3.000.000","4","4,00","4,00","1","0","0","0","0","0","0","0","0","0","0","colon"
"244","VOL","Fernández, Marcos","$1.800.000","7","3,50","1,30","0","0","0","0","0","0","0","1","0","0","0","colon"
"245","DEL","Guanca, Cristian","$2.600.000","35","5,83","9,82","0","0","1","0","0","0","0","0","0","0","0","colon"
"246","DEL","García, Cristian","$2.700.000","47","5,88","14,42","1","1","1","0","0","0","0","1","0","0","0","colon"
"247","DEL","Villarruel, Gustavo","$2.500.000","44","4,89","6,48","1","0","0","0","0","0","0","1","0","0","0","colon"
"248","DEL","Boasso, Federico","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","colon"
"249","DEL","Callejo, Facundo","$2.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","colon"
"250","DEL","Vegetti, Pablo","$3.900.000","65","5,00","7,56","1","0","1","0","0","0","0","2","0","0","0","colon"
"251","ARQ","Ramírez, Horacio","$2.400.000","52","4,33","9,82","1","0","0","0","17","0","3","3","0","0","0","crucero-del-norte"
"252","ARQ","Mendonca, Juan","$1.300.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"253","ARQ","Caffa, Germán","$1.800.000","20","5,00","7,67","0","0","0","0","4","0","2","1","0","0","0","crucero-del-norte"
"254","DEF","Cabrera, Juan","$1.900.000","19","4,75","4,57","0","0","0","0","0","0","2","1","0","0","0","crucero-del-norte"
"255","DEF","Pérez, Alejandro","$2.600.000","80","5,71","6,68","1","0","0","0","0","0","4","0","0","0","0","crucero-del-norte"
"256","DEF","Cabañas, Víctor","$1.700.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","crucero-del-norte"
"257","DEF","Barraza, Julio","$2.900.000","50","6,25","18,06","1","0","1","0","0","0","3","2","1","0","0","crucero-del-norte"
"258","DEF","Bareyro, Dante","$2.400.000","28","7,00","9,40","0","0","1","0","0","0","1","0","1","0","0","crucero-del-norte"
"259","DEF","Oliva, Maximiliano","$1.900.000","10","3,33","2,60","0","0","0","0","0","0","0","0","1","0","0","crucero-del-norte"
"260","DEF","Rosso, Federico","$2.000.000","27","5,40","6,71","0","0","0","0","0","0","3","2","0","0","0","crucero-del-norte"
