"","Pos.","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"261","DEF","Dematei , Nicolás","$2.700.000","78","6,00","19,54","1","1","1","0","0","0","4","1","2","0","0","crucero-del-norte"
"262","DEF","Tomasini, Gabriel","$2.500.000","53","5,30","9,16","0","0","0","0","0","0","4","3","0","0","0","crucero-del-norte"
"263","DEF","Lechner, Rodrigo","$1.400.000","19","4,75","4,10","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"264","DEF","Godoy, Cristian","$300.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","crucero-del-norte"
"265","VOL","Lamas, Marcelo","$1.300.000","27","4,50","4,83","0","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"266","VOL","Fileppi, Claudio","$2.300.000","5","5,00","1,38","0","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"267","VOL","Dujaut, José","$900.000","9","4,50","2,13","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"268","VOL","Melgarejo, Damián","$500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"269","VOL","Torres, Diego","$2.500.000","15","5,00","3,75","0","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"270","VOL","Molinas, Iván","$700.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"271","VOL","Monserrat, Fabián","$2.900.000","53","4,42","4,46","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"272","VOL","Chironi, Gabriel","$800.000","21","4,20","5,12","0","0","0","0","0","0","0","0","1","0","0","crucero-del-norte"
"273","VOL","Olmedo, Nicolás","$3.100.000","60","5,45","9,31","1","0","1","0","0","0","0","3","0","0","0","crucero-del-norte"
"274","VOL","Caballero, Lucas","$1.500.000","12","6,00","3,74","0","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"275","VOL","Vázquez, Fabio","$2.800.000","92","5,75","13,65","1","2","1","0","0","0","0","2","0","0","0","crucero-del-norte"
"276","VOL","Romero, Dardo","$1.800.000","24","3,43","3,30","0","0","0","0","0","0","0","4","0","0","0","crucero-del-norte"
"277","VOL","Alegre, Adrián","$1.300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"278","DEL","Martínez R., Nicolás","$2.000.000","0","0,00","0,00","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"279","DEL","Alvarez, Ernesto","$3.000.000","91","6,07","13,05","1","2","2","0","0","0","0","1","0","0","0","crucero-del-norte"
"280","DEL","Avalos, Gabriel","$2.500.000","90","6,43","24,33","1","2","3","0","0","0","0","1","0","0","0","crucero-del-norte"
"281","DEL","Stupiski, Pablo","$1.500.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"282","DEL","Yagusieczko, Adrián","$1.500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"283","DEL","Cólzera, Ariel","$2.500.000","43","4,78","6,60","0","0","1","0","0","0","0","3","0","0","0","crucero-del-norte"
"284","ARQ","Arias, Gabriel","$3.000.000","97","6,06","17,74","1","3","0","0","21","0","5","2","0","0","0","defensa-y-justicia"
"285","ARQ","Dobboletta, Juan I.","$1.300.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"286","ARQ","Santillo, Pablo","$1.800.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"287","DEF","Saveljich, Esteban","$3.000.000","70","5,38","9,04","1","0","0","0","0","0","5","4","0","0","0","defensa-y-justicia"
"288","DEF","Benítez, Marcelo","$3.300.000","67","5,58","8,76","1","0","0","0","0","0","5","1","0","0","0","defensa-y-justicia"
"289","DEF","Tejera, Juan","$2.400.000","7","2,33","1,77","0","0","0","0","0","1","0","0","1","0","0","defensa-y-justicia"
"290","DEF","Barrios, Fernando","$1.600.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","defensa-y-justicia"
"291","DEF","Vella, Luciano","$2.500.000","18","4,50","5,35","0","0","0","0","0","0","2","0","1","0","0","defensa-y-justicia"
"292","DEF","Matheu, Carlos","$3.300.000","58","5,27","14,12","0","0","1","0","0","0","3","3","1","0","0","defensa-y-justicia"
"293","DEF","Martínez, Damián","$3.000.000","54","4,50","5,44","1","0","0","0","0","0","4","6","0","0","0","defensa-y-justicia"
"294","DEF","Delgado, Rafael","$3.200.000","11","2,75","1,52","0","0","0","0","0","0","0","2","0","0","0","defensa-y-justicia"
"295","DEF","Yacuzzi, Javier","$2.500.000","8","4,00","1,98","0","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"296","DEF","Faccioli, Emir","$3.600.000","76","6,91","16,25","1","0","1","0","0","0","5","1","0","0","0","defensa-y-justicia"
"297","VOL","Juárez, Axel","$2.500.000","50","4,17","4,64","0","0","0","0","0","0","0","5","0","0","0","defensa-y-justicia"
"298","VOL","Alvarez, Favio","$2.300.000","24","4,80","4,83","0","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"299","VOL","Yacob, Diego","$2.000.000","12","4,00","2,84","0","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"300","VOL","Flores, Tiago","$800.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"301","VOL","Leyes, Nery","$2.400.000","39","5,57","8,33","1","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"302","VOL","Barbieri, Mariano","$2.500.000","29","5,80","7,27","0","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"303","VOL","Cassoratti, Kevin","$500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"304","VOL","Tonetto, Diego","$2.100.000","16","4,00","3,00","0","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"305","VOL","Rivero, José Ignacio","$1.900.000","19","3,00","0,00","1","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"306","VOL","Tellechea, Emiliano","$2.400.000","22","5,50","5,50","0","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"307","VOL","Busse, Walter","$2.800.000","43","4,78","6,13","0","0","0","0","0","0","0","2","0","0","0","defensa-y-justicia"
"308","VOL","Bertochi, Nicolás","$3.000.000","36","7,20","18,22","1","1","1","0","0","0","0","1","0","0","0","defensa-y-justicia"
"309","VOL","Cabrera, Gonzalo","$2.300.000","21","7,00","9,36","0","0","1","0","0","0","0","0","0","0","0","defensa-y-justicia"
"310","VOL","Romero, Emiliano","$2.800.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"311","DEL","Gauto González, M.","$1.000.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"312","DEL","Curuchet, Facundo","$2.000.000","10","5,00","2,60","0","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"313","DEL","Sánchez Sotelo, Juan","$3.700.000","89","6,85","16,42","0","1","4","0","0","0","0","0","0","0","0","defensa-y-justicia"
"314","DEL","Isnaldo, Eugenio","$2.800.000","50","5,00","7,94","1","0","1","0","0","0","0","1","0","0","0","defensa-y-justicia"
"315","DEL","Rius, Ciro","$3.600.000","99","6,60","12,85","1","1","2","0","0","0","0","1","0","0","0","defensa-y-justicia"
"316","DEL","Rodríguez, Julio C.","$2.900.000","48","5,33","10,85","1","0","2","0","0","0","0","1","0","0","0","defensa-y-justicia"
"317","ARQ","Rossi, Agustín","$700.000","4","4,00","0,89","0","0","0","0","1","0","0","0","0","0","0","estudiantes"
"318","ARQ","Silva, Agustín","$1.500.000","9","3,00","1,43","0","0","0","0","5","0","0","1","0","0","0","estudiantes"
"319","ARQ","Navarro, Hilario","$3.800.000","74","6,17","17,17","1","1","0","0","11","0","5","2","0","0","0","estudiantes"
"320","DEF","Rosales, Mauricio","$2.500.000","7","7,00","12,25","1","0","0","0","0","0","1","0","0","0","0","estudiantes"
"321","DEF","Ayala, Rodrigo","$400.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","estudiantes"
"322","DEF","Aguirregaray, Matías","$3.000.000","39","4,88","9,38","0","0","0","0","0","0","3","1","1","0","0","estudiantes"
"323","DEF","Schunke, Jonatan","$4.200.000","8","8,00","16,00","1","0","0","0","0","0","1","0","0","0","0","estudiantes"
"324","DEF","Pereira, Alvaro","$4.000.000","56","5,09","11,74","1","1","0","0","0","0","4","6","0","0","0","estudiantes"
"325","DEF","Desábato, Leandro","$5.400.000","76","6,33","16,84","1","0","1","0","0","0","4","2","0","0","0","estudiantes"
"326","DEF","Domínguez, Sebastián","$4.500.000","52","5,78","9,94","0","0","0","0","0","0","4","0","0","0","0","estudiantes"
"327","DEF","Presentado, Matías","$1.400.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","estudiantes"
"328","DEF","Vargas, Luciano","$600.000","19","3,00","0,00","0","0","0","0","0","0","1","2","1","0","0","estudiantes"
"329","VOL","Jara, Leonardo","$3.200.000","44","6,29","19,30","1","1","1","0","0","0","0","1","0","0","0","estudiantes"
"330","VOL","Marchioni, Julián","$800.000","11","5,50","3,17","0","0","0","0","0","0","0","0","0","0","0","estudiantes"
"331","VOL","Sánchez Miño, Juan","$4.700.000","63","5,25","9,03","0","0","1","0","0","0","0","0","0","0","0","estudiantes"
"332","VOL","Gil Romero, Gastón","$3.900.000","39","4,88","6,56","0","0","0","0","0","0","0","2","0","0","0","estudiantes"
"333","VOL","Orihuela, Matías","$500.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","estudiantes"
"334","VOL","Damonte, Israel","$3.500.000","49","5,44","16,34","1","1","1","0","0","0","0","3","1","0","0","estudiantes"
"335","VOL","Barbona, David","$2.500.000","32","5,33","8,34","1","0","1","0","0","0","0","1","0","0","0","estudiantes"
"336","VOL","Rodríguez, Lucas","$300.000","19","3,00","0,00","0","0","0","0","0","0","0","2","1","0","0","estudiantes"
"337","VOL","Seijas, Gabriel","$400.000","2","2,00","0,22","0","0","0","0","0","0","0","1","0","0","0","estudiantes"
"338","VOL","Gil, Leonardo","$3.800.000","55","5,50","9,00","0","1","0","0","0","0","0","1","0","0","0","estudiantes"
"339","VOL","Acosta, Luciano","$3.600.000","43","6,14","11,78","1","2","0","0","0","0","0","2","0","0","0","estudiantes"
"340","DEL","Mendoza, Diego","$600.000","13","6,50","4,65","0","0","1","0","0","0","0","1","0","0","0","estudiantes"
"341","DEL","Anselmo, Federico","$500.000","5","5,00","1,38","0","0","0","0","0","0","0","0","0","0","0","estudiantes"
"342","DEL","Rosso, Matías","$800.000","15","5,00","3,63","0","0","0","0","0","0","0","0","0","0","0","estudiantes"
"343","DEL","Umere, Elías","$400.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","estudiantes"
"344","DEL","Auzqui, Carlos","$3.500.000","47","4,27","8,18","1","0","1","0","0","0","0","1","1","0","0","estudiantes"
"345","DEL","Cerutti, Ezequiel","$3.700.000","76","5,85","12,48","1","1","0","1","0","0","0","2","0","0","0","estudiantes"
"346","ARQ","Martín Arias, Alexis","$1.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","gimnasia"
