"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"812","VOL","López, Juan Ignacio","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","sarmiento"
"813","VOL","Depetris, Rodrigo","$2.900.000","36","5,14","6,69","7","0","0","0","0","0","0","0","0","0","0","sarmiento"
"814","VOL","Coll, Israel","$1.800.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","sarmiento"
"815","VOL","Miloc, Dardo","$3.400.000","36","4,50","5,69","8","0","0","0","0","0","0","3","0","0","0","sarmiento"
"816","VOL","Busse, Walter","$3.200.000","77","5,92","10,03","13","0","1","0","0","0","0","0","0","0","0","sarmiento"
"817","VOL","Pascucci, Agustín","$1.700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","sarmiento"
"818","VOL","Alvarez, Favio","$2.500.000","40","4,44","5,13","9","0","0","0","0","0","0","1","0","0","0","sarmiento"
"819","VOL","Antonini, Fermin","$300.000","9","4,50","2,80","2","0","0","0","0","0","0","1","0","0","0","sarmiento"
"820","DEL","Aguilar, Emmanuel","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","sarmiento"
"821","DEL","Fornari, Maximiliano","$1.000.000","48","6,00","11,75","8","1","1","0","0","0","0","1","0","0","0","sarmiento"
"822","DEL","Mercado, Kevin","$2.300.000","47","5,88","10,81","8","1","0","0","0","0","0","0","0","0","0","sarmiento"
"823","DEL","Cháves, Diego","$2.800.000","44","4,89","10,19","9","0","1","0","0","0","0","0","1","0","0","sarmiento"
"824","DEL","Franzoia, Andrés","$3.500.000","10","5,00","2,73","2","0","0","0","0","0","0","0","0","0","0","sarmiento"
"825","DEL","Cacheiro, Ignacio","$2.400.000","3","3,00","0,53","1","0","0","0","0","0","0","1","0","0","0","sarmiento"
"826","DEL","Salvaggio, Marcos","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","sarmiento"
"827","ARQ","G. Accinelli, Rodrigo","$900.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","temperley"
"828","ARQ","De Bortoli, Leandro","$1.600.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","temperley"
"829","ARQ","Crivelli, Federico","$3.900.000","61","5,08","16,40","12","0","0","0","18","0","4","1","0","0","1","temperley"
"830","DEF","Romero, Patricio","$1.700.000","46","6,57","21,36","7","0","1","0","0","0","2","2","0","0","0","temperley"
"831","DEF","Sapetti, Leandro","$2.500.000","40","8,00","23,50","5","0","1","0","0","0","2","0","0","0","0","temperley"
"832","DEF","Bojanich, Gastón","$2.300.000","64","5,33","7,38","12","0","0","0","0","0","4","2","0","0","0","temperley"
"833","DEF","Chimino, Cristian","$3.900.000","54","4,91","8,73","11","0","0","0","0","1","4","4","0","0","0","temperley"
"834","DEF","Aguirre, Gastón","$2.800.000","26","4,33","6,86","6","0","0","0","0","0","2","2","1","0","0","temperley"
"835","DEF","Bogino, Ignacio","$3.000.000","33","5,50","8,18","6","0","0","0","0","0","2","2","0","0","0","temperley"
"836","DEF","Zárate, Alexis","$2.800.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","temperley"
"837","DEF","Paz, Cristian","$1.000.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","temperley"
"838","DEF","Peralta, Abel","$2.000.000","19","9,50","13,65","2","0","1","0","0","0","0","1","0","0","0","temperley"
"839","VOL","Arregui, Adrián","$1.900.000","40","4,44","5,63","9","0","0","0","0","0","0","3","0","0","0","temperley"
"840","VOL","Esparza, Gabriel","$3.200.000","39","5,57","7,75","7","0","0","0","0","0","0","0","0","0","0","temperley"
"841","VOL","Di Lorenzo, Leonardo","$2.500.000","35","5,00","6,40","7","0","0","0","0","0","0","1","0","0","0","temperley"
"842","VOL","Brandán, Fernando","$2.500.000","27","4,50","5,21","6","0","0","0","0","0","0","2","0","0","0","temperley"
"843","VOL","Peralta, Nahuel","$500.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","temperley"
"844","VOL","Pérez Guedes, Martín","$2.700.000","42","6,00","11,61","7","0","1","0","0","0","0","0","0","0","0","temperley"
"845","VOL","Sánchez, Matías","$3.000.000","72","6,00","17,50","12","2","1","0","0","0","0","3","0","0","0","temperley"
"846","VOL","Salina, Darío","$2.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","temperley"
"847","VOL","Canuhé, Cristian","$2.800.000","38","4,75","6,73","8","0","0","0","0","0","0","0","1","0","0","temperley"
"848","DEL","Rojas, Ariel","$800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","temperley"
"849","DEL","Figueroa, Marcos","$3.700.000","60","6,67","22,19","9","1","2","0","0","0","0","2","0","0","0","temperley"
"850","DEL","Sosa, Franco","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","temperley"
"851","DEL","Ríos, Gonzalo","$3.200.000","36","7,20","20,31","5","0","2","0","0","0","0","0","0","0","0","temperley"
"852","DEL","Tarragona, Cristian","$1.700.000","26","4,33","4,98","6","0","0","0","0","0","0","1","0","0","0","temperley"
"853","DEL","Pérez, Braian","$1.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","temperley"
"854","DEL","Vilchez, Pablo","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","temperley"
"855","DEL","Ramírez, Ruben","$4.100.000","19","3,80","3,28","5","0","0","0","0","0","0","2","0","0","0","temperley"
"856","DEL","Cólzera, Ariel","$2.500.000","55","5,50","14,75","10","1","1","0","0","0","0","3","1","0","0","temperley"
"857","ARQ","Bonet, Alexis","$600.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"858","ARQ","García, Javier","$4.200.000","64","5,82","11,63","11","0","0","0","12","0","4","0","0","0","0","tigre"
"859","ARQ","Lugo, Fernando","$1.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"860","ARQ","Gabbarini, Adrián","$3.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"861","DEF","Pantaleone, Nicolás","$800.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","tigre"
"862","DEF","Rébola, Alejandro","$3.000.000","2","2,00","0,23","1","0","0","0","0","0","0","1","0","0","0","tigre"
"863","DEF","Papa, Emiliano","$3.200.000","43","4,78","8,34","9","0","0","0","0","0","3","4","0","0","0","tigre"
"864","DEF","Villarreal, Santiago","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","tigre"
"865","DEF","Dubois, Iván","$500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","tigre"
"866","DEF","Erramuspe, Rodrigo","$3.200.000","32","5,33","7,50","6","0","0","0","0","0","2","2","0","0","0","tigre"
"867","DEF","Echeverría, Mariano","$3.500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","tigre"
"868","DEF","Marín, Leandro","$2.800.000","43","5,38","8,84","8","0","0","0","0","0","3","1","0","0","0","tigre"
"869","DEF","Bonadío, Ignacio","$800.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","tigre"
"870","DEF","Blengio, Juan Carlos","$4.500.000","46","5,75","9,23","8","0","0","0","0","0","2","0","0","0","0","tigre"
"871","DEF","Godoy, Erik","$2.500.000","68","6,80","13,94","10","0","1","0","0","0","4","2","0","0","0","tigre"
"872","DEF","Izaguirre, Santiago","$900.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","tigre"
"873","VOL","Itabel, Kevin","$2.800.000","21","5,25","5,46","4","0","0","0","0","0","0","0","0","0","0","tigre"
"874","VOL","Balmaceda, Sebastián","$300.000","9","4,50","2,25","2","0","0","0","0","0","0","0","0","0","0","tigre"
"875","VOL","Wilchez, Lucas","$3.600.000","25","5,00","5,62","5","0","0","0","0","0","0","0","0","0","0","tigre"
"876","VOL","Castaño, Diego","$3.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"877","VOL","Rodríguez, Jorge","$3.700.000","31","6,20","12,18","5","0","1","0","0","0","0","0","1","0","0","tigre"
"878","VOL","Galmarini, Martín","$3.200.000","28","4,67","5,56","6","0","0","0","0","0","0","1","0","0","0","tigre"
"879","VOL","Menossi, Lucas","$1.600.000","50","5,00","6,11","10","0","0","0","0","0","0","0","0","0","0","tigre"
"880","VOL","Orzán, Horacio","$3.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"881","VOL","Redondo, Fernando","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"882","VOL","Castro, Alexis","$1.200.000","48","12,00","60,38","4","1","3","0","0","0","0","0","0","0","0","tigre"
"883","VOL","Píriz, Sebastián","$2.300.000","23","4,60","4,62","5","0","0","0","0","0","0","2","0","0","0","tigre"
"884","VOL","Pittinari, Lucas","$2.100.000","17","4,25","4,31","4","0","0","0","0","0","0","2","0","0","0","tigre"
"885","VOL","Cirigliano, Ezequiel","$3.400.000","18","6,00","5,61","3","0","0","0","0","0","0","0","0","0","0","tigre"
"886","DEL","González, Federico","$4.500.000","53","6,63","13,46","8","0","1","0","0","0","0","0","0","0","0","tigre"
"887","DEL","Garate, Leandro","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"888","DEL","Correa, José Erik","$2.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","tigre"
"889","DEL","Janson, Lucas","$2.000.000","91","9,10","32,59","10","2","5","0","0","0","0","2","0","0","0","tigre"
"890","DEL","Luna, Carlos","$4.800.000","35","5,00","9,65","7","0","1","0","0","0","0","2","0","0","0","tigre"
"891","DEL","Rincón, Sebastián","$2.800.000","62","7,75","37,48","8","1","2","0","0","0","0","0","0","0","0","tigre"
"892","ARQ","Castro, Matías","$2.700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"893","ARQ","Fernández, Nereo","$3.400.000","76","5,43","13,44","14","1","0","0","19","0","5","1","0","0","0","union"
"894","ARQ","Papaleo, Joaquín","$1.400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"895","ARQ","Peano, Marcos","$1.100.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"896","DEF","Zurbriggen, Santiago","$2.500.000","73","5,62","7,00","13","0","0","0","0","0","5","1","0","0","0","union"
"897","DEF","Brítez, Emanuel","$2.400.000","43","4,30","16,84","10","0","1","0","0","0","3","5","2","0","0","union"
"898","DEF","Blasi, Brian","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","union"
"899","DEF","Sandona, Agustín","$1.200.000","24","6,00","7,13","4","0","0","0","0","0","3","2","0","0","0","union"
"900","DEF","Mauri, Mariano","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","union"
"901","DEF","Faccioli, Emir","$3.700.000","13","4,33","2,90","3","0","0","0","0","0","0","0","0","0","0","union"
"902","DEF","G. Guerreño, Rolando","$3.100.000","55","5,00","7,37","11","0","0","0","0","0","4","4","0","0","0","union"
"903","DEF","Zárate, Nahuel","$2.500.000","14","7,00","5,86","2","0","0","0","0","0","1","0","0","0","0","union"
"904","DEF","Fleita, Jonatan","$1.200.000","35","5,83","9,15","6","0","0","0","0","1","3","0","0","0","0","union"
"905","VOL","Malcorra, Ignacio","$4.900.000","137","9,79","46,37","14","3","6","1","0","0","0","2","0","0","0","union"
"906","VOL","Acevedo, Nelson","$3.300.000","66","6,00","13,61","11","1","1","0","0","0","0","2","0","0","0","union"
"907","VOL","Lebus, Santiago","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"908","VOL","Lissi, Gerónimo","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"909","VOL","Fantín, Matías","$400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"910","VOL","Martínez, Mauricio","$2.600.000","92","6,57","12,44","14","1","2","0","0","0","0","3","0","0","0","union"
"911","VOL","Ellacopulos, Emiliano","$2.400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"912","VOL","Nagüel, Santiago","$3.200.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","union"
"913","VOL","De Iriondo, Manuel","$1.800.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","union"
"914","VOL","Algozino, Lucas","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"915","VOL","Pittón, Bruno","$500.000","61","5,08","9,40","12","0","1","0","0","0","0","4","0","0","0","union"
"916","VOL","Rolle, Martín","$2.500.000","50","4,55","5,11","11","0","0","0","0","0","0","0","0","0","0","union"
"917","VOL","Villar, Diego","$3.000.000","59","4,92","7,46","12","0","1","0","0","0","0","1","0","0","0","union"
"918","VOL","Romero, Nicolás","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"919","VOL","Pittón, Mauro","$500.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","union"
"920","DEL","Gamba, Lucas","$3.900.000","78","6,50","15,23","12","1","2","0","0","0","0","0","0","0","0","union"
"921","DEL","Riaño, Claudio","$4.200.000","92","8,36","25,94","11","0","7","0","0","0","0","1","0","0","0","union"
"922","DEL","Rodríguez, Julio C.","$3.100.000","10","3,33","1,98","3","0","0","0","0","0","0","1","0","0","0","union"
"923","DEL","Bolzicco, Tomás","$800.000","6","3,00","1,11","2","0","0","0","0","0","0","1","0","0","0","union"
"924","DEL","Soldano, Franco","$1.300.000","27","6,75","10,96","4","0","1","0","0","0","0","0","0","0","0","union"
"925","DEL","Andereggen, Nicolás","$700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","union"
"926","ARQ","Aguerre, Alan","$3.500.000","54","4,91","13,11","11","0","0","0","13","0","5","1","0","0","0","velez"
"927","ARQ","Yordan, Gonzalo","$900.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","velez"
"928","ARQ","Assmann, Fabián","$3.000.000","5","5,00","1,46","1","0","0","0","1","0","0","0","0","0","0","velez"
"929","DEF","Pérez, Damián","$3.000.000","53","4,82","7,84","11","0","0","0","0","0","4","5","0","0","0","velez"
"930","DEF","Amor, Emiliano","$2.200.000","16","5,33","5,38","3","0","0","0","0","0","2","1","0","0","0","velez"
"931","DEF","Ríos, Ramiro","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","velez"
"932","DEF","Pérez Acuña, Matías","$2.300.000","7","7,00","2,87","1","0","0","0","0","0","1","0","0","0","0","velez"
"933","DEF","Giannetti, Lautaro","$2.100.000","60","6,00","20,94","10","1","1","0","0","0","2","5","0","0","0","velez"
"934","DEF","Cubero, Fabián","$4.400.000","57","4,75","7,00","12","0","0","0","0","0","4","4","1","0","0","velez"
"935","DEF","Grillo, Fausto","$1.500.000","2","2,00","0,23","1","0","0","0","0","0","1","0","1","0","0","velez"
"936","DEF","Nasuti, Cristian","$3.500.000","73","6,64","13,37","11","0","1","0","0","0","4","1","0","0","0","velez"
"937","VOL","Desábato, Leandro L.","$2.200.000","44","4,40","5,06","10","0","0","0","0","0","0","4","0","0","0","velez"
"938","VOL","Doffo, Agustín","$1.000.000","2","2,00","0,23","1","0","0","0","0","0","0","1","0","0","0","velez"
"939","VOL","Delgadillo, Nicolás","$1.500.000","16","5,33","4,38","3","0","0","0","0","0","0","0","0","0","0","velez"
"940","VOL","Cufré, Braian","$800.000","32","5,33","10,00","6","1","0","0","0","0","0","0","1","0","0","velez"
"941","VOL","Correa, Jorge","$2.300.000","38","6,33","13,98","6","0","1","0","0","0","0","0","0","0","0","velez"
"942","VOL","Alvarenga, Fabricio","$1.500.000","59","6,56","17,96","9","1","2","0","0","0","0","1","1","0","0","velez"
"943","VOL","Cáceres, Blas","$2.700.000","38","4,75","6,23","8","0","0","0","0","0","0","2","0","0","0","velez"
"944","VOL","Bella, Iván","$2.800.000","3","3,00","0,53","1","0","0","0","0","0","0","0","0","0","0","velez"
"945","VOL","Asad, Yamil","$2.600.000","35","5,00","6,40","7","0","0","0","0","0","0","0","0","0","0","velez"
"946","VOL","Tripichio, Nicolás","$1.400.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","velez"
"947","VOL","Somoza, Leandro","$3.500.000","48","4,80","8,38","10","0","0","0","0","0","0","0","1","0","0","velez"
"948","VOL","Vargas, Matías","$700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","velez"
"949","DEL","Servetto, Nicolás","$300.000","4","4,00","1,00","1","0","0","0","0","0","0","0","0","0","0","velez"
"950","DEL","Romero, Maximiliano","$1.200.000","35","5,83","10,53","6","0","2","0","0","0","0","0","0","0","0","velez"
"951","DEL","Zabala, Diego","$300.000","6","6,00","2,11","1","0","0","0","0","0","0","0","0","0","0","velez"
"952","DEL","Toledo, Hernán","$1.800.000","66","6,60","15,11","10","1","1","0","0","0","0","2","0","0","0","velez"
"953","DEL","Stecaldo, Santiago","$300.000","8","4,00","1,75","2","0","0","0","0","0","0","0","0","0","0","velez"
"954","DEL","Pavone, Mariano","$5.800.000","80","11,43","51,00","7","2","5","0","0","0","0","0","0","0","0","velez"
"955","DEL","Vázquez, Federico","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","velez"
