"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"591","DEL","Carrasco, Mauricio","$2.800.000","77","6,42","15,65","12","0","3","0","0","0","0","2","0","0","0","patronato"
"592","DEL","Quiroga, Matías","$3.000.000","72","7,20","27,63","10","2","2","0","0","0","0","0","0","0","0","patronato"
"593","ARQ","Dulcich, Silvio","$2.000.000","33","5,50","13,18","6","2","0","0","12","0","1","0","0","0","0","quilmes"
"594","ARQ","Ledesma, Marcos","$900.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","quilmes"
"595","ARQ","Benítez, Walter","$3.100.000","23","3,83","6,25","6","0","0","0","11","0","1","1","0","0","0","quilmes"
"596","DEF","Noguera, Gustavo","$900.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","quilmes"
"597","DEF","Bontempo, Leonel","$2.400.000","32","4,57","6,63","7","0","0","0","0","0","1","2","0","0","0","quilmes"
"598","DEF","Paredes, Maximiliano","$1.200.000","10","5,00","2,86","2","0","0","0","0","0","1","0","0","0","0","quilmes"
"599","DEF","Morales, Emanuel","$1.800.000","30","5,00","6,23","6","0","0","0","0","0","2","2","0","0","0","quilmes"
"600","DEF","Malrechauffe, Damián","$1.800.000","44","5,50","15,81","8","0","1","0","0","0","1","2","1","0","0","quilmes"
"601","DEF","Celaya, Juan","$1.500.000","35","4,38","5,90","8","0","0","0","0","0","1","1","0","0","0","quilmes"
"602","DEF","Suárez, Lucas","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","quilmes"
"603","DEF","Alegre, Alan","$2.500.000","38","4,22","7,98","9","0","0","0","0","0","1","2","1","0","0","quilmes"
"604","DEF","Uglessich, Mariano","$3.700.000","24","6,00","7,25","4","0","0","0","0","0","2","1","0","0","0","quilmes"
"605","VOL","Elizari, Fernando","$2.200.000","45","5,63","10,40","8","0","1","0","0","0","0","2","0","0","0","quilmes"
"606","VOL","Imperiale, Daniel","$1.800.000","64","6,40","13,50","10","0","2","0","0","0","0","2","0","0","0","quilmes"
"607","VOL","Romero, Sebastián","$3.700.000","48","6,00","15,88","8","0","2","0","0","0","0","4","1","0","0","quilmes"
"608","VOL","Pérez Godoy, Lucas","$2.300.000","17","4,25","4,31","4","0","0","0","0","0","0","0","1","0","0","quilmes"
"609","VOL","Paterno, Nicolás","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","quilmes"
"610","VOL","Arce, Damián","$1.800.000","6","6,00","2,11","1","0","0","0","0","0","0","0","0","0","0","quilmes"
"611","VOL","Calello, Adrián","$1.500.000","45","5,63","17,40","8","1","1","0","0","0","0","5","0","0","0","quilmes"
"612","VOL","Orihuela, Matías","$900.000","17","8,50","9,43","2","0","1","0","0","0","0","0","0","0","0","quilmes"
"613","VOL","Braña, Rodrigo","$4.200.000","77","7,00","16,28","11","4","0","0","0","0","0","4","1","0","0","quilmes"
"614","VOL","Morales, Matías","$1.800.000","25","8,33","13,62","3","0","1","0","0","0","0","0","0","0","0","quilmes"
"615","VOL","Bottino, Gastón","$2.000.000","36","4,50","6,19","8","0","0","0","0","0","0","3","0","0","0","quilmes"
"616","DEL","Ereros, Sebastián","$2.700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","quilmes"
"617","DEL","Rescaldani, Ezequiel","$3.200.000","65","6,50","18,68","10","0","3","1","0","0","0","1","1","0","0","quilmes"
"618","DEL","Mansilla, Brian","$1.500.000","44","7,33","15,31","6","0","2","0","0","0","0","0","0","0","0","quilmes"
"619","DEL","Hipperdinger, Sergio","$2.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","quilmes"
"620","DEL","Demelchori, Leonel","$800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","quilmes"
"621","DEL","Andrada, Federico","$1.800.000","54","5,40","7,98","10","0","1","0","0","0","0","0","0","0","0","quilmes"
"622","DEL","Colombini, Ignacio","$1.700.000","14","4,67","3,48","3","0","0","0","0","0","0","1","0","0","0","quilmes"
"623","DEL","Torres, Jonatan","$1.300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","quilmes"
"624","DEL","Ilarregui, Francisco","$1.600.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","quilmes"
"625","ARQ","Ibáñez, Nelson","$3.000.000","33","8,25","14,31","4","0","0","0","2","0","3","0","0","0","0","racing"
"626","ARQ","Saja, Sebastián","$6.200.000","30","2,73","7,11","11","0","0","0","24","0","1","2","0","0","0","racing"
"627","ARQ","Musso, Juan","$1.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","racing"
"628","DEF","Voboril, Germán","$2.600.000","35","5,83","8,40","6","0","0","0","0","0","2","0","0","0","0","racing"
"629","DEF","Vittor, Sergio","$4.000.000","40","4,44","5,50","9","0","0","0","0","0","1","2","0","0","0","racing"
"630","DEF","Cabral, Yonathan","$3.800.000","21","4,20","6,59","5","0","0","0","0","0","3","0","2","0","0","racing"
"631","DEF","Pillud, Iván","$4.500.000","41","5,13","7,87","8","0","0","0","0","0","2","1","0","0","0","racing"
"632","DEF","Campi, Gastón","$2.500.000","8","4,00","1,75","2","0","0","0","0","0","0","0","0","0","0","racing"
"633","DEF","Sánchez, Nicolás","$4.200.000","67","6,70","18,53","10","0","1","0","0","0","3","2","0","0","0","racing"
"634","DEF","Schmidt, Damián","$2.500.000","1","1,00","0,06","1","0","0","0","0","1","0","0","0","0","0","racing"
"635","DEF","Barbieri, Miguel","$1.500.000","11","5,50","4,09","2","0","0","0","0","0","1","1","0","0","0","racing"
"636","DEF","Grimi, Leandro","$4.300.000","30","3,75","4,98","8","0","0","0","0","0","2","6","0","0","0","racing"
"637","DEF","Lollo, Luciano","$5.500.000","13","6,50","4,65","2","0","0","0","0","0","1","0","0","0","0","racing"
"638","VOL","Leiva, Mauro","$400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","racing"
"639","VOL","Bareiro, Lucas","$1.000.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","racing"
"640","VOL","Vismara, Federico","$4.500.000","46","4,60","5,98","10","0","0","0","0","0","0","2","0","0","0","racing"
"641","VOL","Romero, Oscar","$5.200.000","65","7,22","17,43","9","0","3","0","0","0","0","3","0","0","0","racing"
"642","VOL","Videla, Ezequiel","$4.100.000","7","3,50","1,37","2","0","0","0","0","0","0","1","0","0","0","racing"
"643","VOL","Valenzuela, Carlos Fernando","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","racing"
"644","VOL","Díaz, R. Gastón","$3.400.000","49","4,90","10,81","10","0","1","0","0","0","0","4","0","0","0","racing"
"645","VOL","De Paul, Rodrigo","$4.700.000","35","4,38","5,28","8","0","0","0","0","0","0","1","0","0","0","racing"
"646","VOL","Cerro, Francisco","$3.500.000","37","5,29","7,09","7","0","0","0","0","0","0","1","0","0","0","racing"
"647","VOL","Aued, Luciano","$3.200.000","73","6,64","13,75","11","1","1","0","0","0","0","1","0","0","0","racing"
"648","VOL","Camacho, Washington","$4.500.000","14","3,50","2,61","4","0","0","0","0","0","0","2","0","0","0","racing"
"649","VOL","Acuña, Marcos","$4.200.000","56","6,22","16,63","9","0","1","0","0","0","0","0","0","0","0","racing"
"650","DEL","Martínez, Lautaro","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","racing"
"651","DEL","Martínez, Roger","$3.800.000","73","8,11","22,62","9","1","4","0","0","0","0","0","1","0","0","racing"
"652","DEL","Pereyra, Facundo","$3.700.000","36","6,00","9,69","6","0","1","0","0","0","0","0","0","0","0","racing"
"653","DEL","López, Lisandro","$5.200.000","67","8,38","44,65","8","2","3","0","0","0","0","1","0","0","0","racing"
"654","DEL","Noir, Ricardo","$4.000.000","58","6,44","20,23","9","0","3","0","0","0","0","0","1","0","0","racing"
"655","DEL","Bou, Gustavo","$7.500.000","60","8,57","22,56","7","0","4","0","0","0","0","1","0","0","0","racing"
"656","DEL","Nuñez, Carlos","$4.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","racing"
"657","DEL","Milito, Diego","$8.000.000","72","8,00","44,00","9","2","3","0","0","0","0","2","0","0","0","racing"
"658","ARQ","Batalla, Augusto","$1.500.000","13","6,50","5,40","2","0","0","0","2","0","1","0","0","0","0","river"
"659","ARQ","Velazco, Maximiliano","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"660","ARQ","Chiarini, Julio","$2.700.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"661","ARQ","Barovero, Marcelo","$6.000.000","54","5,40","13,23","10","0","0","0","13","0","4","0","0","0","0","river"
"662","DEF","Maidana, Jonatan","$4.500.000","37","5,29","8,84","7","0","0","0","0","0","3","3","0","0","0","river"
"663","DEF","Olivera, Luis","$300.000","8","8,00","3,75","1","0","0","0","0","0","1","0","0","0","0","river"
"664","DEF","Mercado, Gabriel","$5.000.000","47","6,71","12,18","7","0","0","0","0","0","4","1","0","0","0","river"
"665","DEF","Mammana, Emanuel","$2.800.000","45","7,50","18,90","6","0","1","0","0","0","2","2","0","0","0","river"
"666","DEF","Carreras, Pablo","$300.000","14","4,67","3,36","3","0","0","0","0","0","2","2","0","0","0","river"
"667","DEF","Casco, Milton","$4.200.000","54","7,71","23,36","7","1","1","0","0","0","3","2","0","0","0","river"
"668","DEF","Vangioni, Leonel","$3.500.000","39","5,57","8,87","7","0","0","0","0","0","3","2","0","0","0","river"
"669","DEF","Alvarez Balanta, Eder","$3.500.000","35","5,00","8,15","7","0","0","0","0","0","3","2","0","0","0","river"
"670","DEF","Montiel, Gonzalo","$300.000","8","8,00","3,98","1","0","0","0","0","0","1","0","0","0","0","river"
"671","DEF","Vega, Leandro","$1.800.000","14","4,67","3,86","3","0","0","0","0","0","1","1","0","0","0","river"
"672","VOL","Morán Correa, Zacarías","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"673","VOL","Domingo, Nicolás","$4.200.000","39","5,57","8,25","7","0","0","0","0","0","0","0","0","0","0","river"
"674","VOL","Godoy, Nicolás","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"675","VOL","González, Luis","$4.500.000","23","4,60","4,87","5","0","0","0","0","0","0","0","0","0","0","river"
"676","VOL","D'Alessandro, Andrés","$6.500.000","29","7,25","13,40","4","2","0","0","0","0","0","1","0","0","0","river"
"677","VOL","Casquete, Abel","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"678","VOL","Bertolo, Nicolás","$4.700.000","21","5,25","5,59","4","0","0","0","0","0","0","0","0","0","0","river"
"679","VOL","Martínez, Gonzalo","$5.500.000","62","6,20","31,61","10","1","2","0","0","0","0","1","0","0","0","river"
"680","VOL","Mayada, Camilo","$3.500.000","31","4,43","5,18","7","0","0","0","0","0","0","1","0","0","0","river"
"681","VOL","Arzura, Joaquín","$2.700.000","20","4,00","3,94","5","0","0","0","0","0","0","2","0","0","0","river"
"682","VOL","Viudez, Tabaré","$3.500.000","13","4,33","3,15","3","0","0","0","0","0","0","0","0","0","0","river"
"683","VOL","Arellano, Lautaro","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"684","VOL","Palacios, Exequiel","$500.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","river"
"685","VOL","Pisculichi, Leonardo","$5.000.000","32","8,00","22,13","4","1","1","0","0","0","0","0","0","0","0","river"
"686","VOL","Ponzio, Leonardo","$5.200.000","44","4,89","7,69","9","0","0","0","0","0","0","2","1","0","0","river"
"687","VOL","Fernández, Ignacio","$5.400.000","29","4,14","6,28","7","0","0","0","0","0","0","0","1","0","0","river"
"688","VOL","Andrade, Tomás","$300.000","10","5,00","3,02","2","0","0","0","0","0","0","0","0","0","0","river"
"689","DEL","Alario, Lucas","$4.800.000","74","7,40","19,86","10","0","4","0","0","0","0","1","0","0","0","river"
"690","DEL","López, Franco","$400.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"691","DEL","Salto, Claudio","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"692","DEL","Driussi, Sebastián","$3.900.000","25","4,17","4,75","6","0","0","0","0","0","0","1","0","0","0","river"
"693","DEL","Franco, Nicolás","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","river"
"694","DEL","Alonso, Iván","$4.300.000","57","6,33","17,00","9","1","2","0","0","0","0","0","0","0","0","river"
"695","DEL","Mora, Rodrigo","$5.800.000","52","8,67","31,81","6","0","4","1","0","0","0","0","0","1","0","river"
"696","ARQ","Sosa, Sebastián","$3.400.000","21","7,00","12,09","3","1","0","0","3","0","1","0","0","0","0","rosario-central"
"697","ARQ","García, Manuel","$2.500.000","61","5,55","12,90","11","0","0","0","11","0","5","1","0","0","0","rosario-central"
"698","ARQ","Ledesma, Jeremías","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","rosario-central"
"699","DEF","Pinola, Javier","$4.600.000","70","6,36","16,48","11","1","0","0","0","0","6","2","1","0","0","rosario-central"
"700","DEF","Salazar, Víctor","$1.500.000","56","5,60","9,25","10","0","0","0","0","0","5","3","0","0","0","rosario-central"
"701","DEF","Burgos, Esteban","$1.800.000","2","2,00","0,23","1","0","0","0","0","0","0","1","0","0","0","rosario-central"
"702","DEF","Alarcón, Fernando","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","rosario-central"
"703","DEF","Cetto, Mauro","$4.700.000","11","5,50","3,59","2","0","0","0","0","0","1","0","0","0","0","rosario-central"
"704","DEF","Alvarez, Pablo","$2.800.000","65","5,91","9,68","11","0","0","0","0","0","5","3","0","0","0","rosario-central"
"705","DEF","Villagra, Cristian","$4.300.000","44","6,29","11,19","7","0","0","0","0","0","4","1","0","0","0","rosario-central"
"706","DEF","Ferrari, Paulo","$4.500.000","14","4,67","3,36","3","0","0","0","0","0","0","0","0","0","0","rosario-central"
"707","DEF","Donatti, Alejandro","$5.500.000","87","7,25","18,00","12","0","1","0","0","0","6","2","0","0","0","rosario-central"
"708","VOL","Gil Romero, Gastón","$4.100.000","5","2,50","0,96","2","0","0","0","0","0","0","2","0","0","0","rosario-central"
"709","VOL","Pereyra, Joaquín","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","rosario-central"
"710","VOL","Da Campo, Hernán","$800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","rosario-central"
"711","VOL","Fernández, José Luis","$4.200.000","27","5,40","6,59","5","0","0","0","0","0","0","0","0","0","0","rosario-central"
"712","VOL","González, Maximiliano","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","rosario-central"
"713","VOL","Aguirre, Jonás","$3.200.000","39","6,50","15,50","6","0","1","0","0","0","0","0","0","0","0","rosario-central"
"714","VOL","Battaglia, Rodrigo","$3.000.000","6","3,00","2,11","2","0","0","0","0","0","0","0","1","0","0","rosario-central"
"715","VOL","Colman, Gustavo","$2.200.000","47","5,88","9,43","8","0","0","0","0","0","0","0","0","0","0","rosario-central"
"716","VOL","Lo Celso, Giovani","$1.800.000","81","6,75","17,06","12","0","2","0","0","0","0","3","0","0","0","rosario-central"
"717","VOL","Becker, Pablo","$2.600.000","14","4,67","3,48","3","0","0","0","0","0","0","0","0","0","0","rosario-central"
"718","VOL","Cervi, Franco","$3.200.000","54","5,40","7,86","10","0","0","0","0","0","0","1","0","0","0","rosario-central"
"719","VOL","Musto, Damián","$3.400.000","56","5,09","17,38","11","1","1","0","0","0","0","4","2","0","0","rosario-central"
"720","VOL","Montoya, Walter","$2.500.000","54","4,91","6,11","11","0","0","0","0","0","0","2","0","0","0","rosario-central"
"721","DEL","Delgado, César","$5.500.000","23","7,67","14,00","3","1","1","0","0","0","0","0","0","0","0","rosario-central"
"722","DEL","Larrondo, Marcelo","$4.200.000","63","10,50","37,68","6","2","3","1","0","1","0","1","0","0","0","rosario-central"
"723","DEL","Protti, Ijiel","$300.000","9","4,50","2,25","2","0","0","0","0","0","0","0","0","0","0","rosario-central"
"724","DEL","Herrera, Germán","$3.800.000","32","4,57","7,75","7","0","1","0","0","0","0","3","0","0","0","rosario-central"
"725","DEL","Migone, Rodrigo","$300.000","11","5,50","3,34","2","0","0","0","0","0","0","0","0","0","0","rosario-central"
"726","DEL","Ruben, Marco","$7.500.000","98","9,80","40,86","10","2","6","1","0","0","0","3","0","0","0","rosario-central"
"727","ARQ","Devecchi, José","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-lorenzo"
"728","ARQ","Navarro, Nicolás","$4.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-lorenzo"
"729","ARQ","Torrico, Sebastián","$5.500.000","94","6,27","14,48","15","1","0","0","15","0","6","0","0","0","0","san-lorenzo"
"730","DEF","Angeleri, Marcos","$5.200.000","63","5,73","9,93","11","0","0","0","0","0","5","3","0","0","0","san-lorenzo"
"731","DEF","Prósperi, Gonzalo","$2.900.000","16","5,33","4,38","3","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"732","DEF","Díaz, Paulo","$3.200.000","14","4,67","3,36","3","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"733","DEF","Montoya, Lautaro","$300.000","11","5,50","3,34","2","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"734","DEF","Buffarini, Julio","$5.200.000","65","5,42","6,31","12","0","0","1","0","0","6","3","1","0","0","san-lorenzo"
"735","DEF","Caruzzo, Matías","$5.500.000","91","7,00","18,21","13","1","1","0","0","0","6","5","0","0","0","san-lorenzo"
"736","DEF","Tapia, Rodrigo","$500.000","6","6,00","2,11","1","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"737","DEF","Senesi, Marcos","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","san-lorenzo"
"738","DEF","Mas, Emmanuel","$5.600.000","63","5,25","8,06","12","0","0","0","0","0","6","5","0","0","0","san-lorenzo"
"739","DEF","Franco, Pedro","$3.800.000","5","2,50","0,71","2","0","0","0","0","0","0","2","0","0","0","san-lorenzo"
"740","VOL","Kalinski, Enzo","$3.900.000","20","5,00","4,94","4","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"741","VOL","Belluschi, Fernando","$4.700.000","84","7,00","16,56","12","0","2","0","0","0","0","3","0","0","0","san-lorenzo"
"742","VOL","Romagnoli, Leandro","$5.900.000","30","7,50","13,11","4","0","1","0","0","0","0","1","0","0","0","san-lorenzo"
"743","VOL","Quignón, Facundo","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-lorenzo"
"744","VOL","Mercier, Juan","$5.000.000","57","6,33","12,50","9","1","0","0","0","0","0","2","0","0","0","san-lorenzo"
"745","VOL","Bruno, Federico","$500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-lorenzo"
"746","VOL","Mussis, Franco","$4.100.000","40","5,00","12,13","8","0","1","0","0","0","0","6","0","0","0","san-lorenzo"
"747","VOL","Navarro, Leandro","$2.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-lorenzo"
"748","VOL","Barrientos, Pablo","$4.000.000","64","6,40","15,75","10","1","1","0","0","0","0","1","0","0","0","san-lorenzo"
"749","VOL","Ortigoza, Néstor","$5.800.000","99","7,62","35,65","13","1","2","2","0","0","0","3","0","1","0","san-lorenzo"
"750","VOL","Blanco, Sebastián","$6.300.000","65","5,42","10,18","12","0","1","0","0","0","0","3","0","0","0","san-lorenzo"
"751","VOL","Merlini, Bautista","$300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-lorenzo"
"752","DEL","Matos, Mauro","$6.700.000","32","4,57","5,50","7","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"753","DEL","Blandi, Nicolás","$3.500.000","122","11,09","58,86","11","4","8","0","0","0","0","1","0","0","0","san-lorenzo"
"754","DEL","Contreras, Rodrigo","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-lorenzo"
"755","DEL","Villalba, Héctor","$4.300.000","9","4,50","2,25","2","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"756","DEL","Cauteruccio, Martín","$6.000.000","56","5,60","11,88","10","0","1","0","0","0","0","0","0","0","0","san-lorenzo"
"757","DEL","Avila, Ezequiel","$1.500.000","4","4,00","0,94","1","0","0","0","0","0","0","0","0","0","0","san-lorenzo"
"758","DEL","Cerutti, Ezequiel","$4.800.000","99","7,07","17,53","14","3","1","0","0","0","0","5","0","0","0","san-lorenzo"
"759","ARQ","Urraburo, Federico","$1.000.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"760","ARQ","Corti, Leonardo","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"761","ARQ","Ardente, Luis","$3.600.000","106","7,07","21,86","15","3","1","1","19","0","4","4","0","0","0","san-martin-san-juan"
"762","DEF","Capelli, Javier","$1.500.000","42","4,67","7,86","9","0","0","0","0","0","5","4","1","0","0","san-martin-san-juan"
"763","DEF","Silva, Matías","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","san-martin-san-juan"
"764","DEF","Sarulyte, Matías","$4.000.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","san-martin-san-juan"
"765","DEF","Aguilar, Pablo","$2.800.000","50","5,56","8,23","9","0","0","0","0","0","2","1","0","0","0","san-martin-san-juan"
"766","DEF","Casierra, Mauricio","$2.800.000","88","5,87","4,50","15","0","0","0","0","0","4","1","0","0","0","san-martin-san-juan"
"767","DEF","Mattia, Francisco","$3.300.000","62","6,20","13,48","10","0","1","0","0","0","2","3","0","0","0","san-martin-san-juan"
"768","DEF","Lazzaroni, Franco","$3.000.000","54","5,40","7,86","10","0","0","0","0","0","2","2","0","0","0","san-martin-san-juan"
"769","DEF","Franco, Daniel","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","san-martin-san-juan"
"770","DEF","Escudero, Matías","$2.000.000","41","5,86","9,25","7","0","0","0","0","0","2","1","0","0","0","san-martin-san-juan"
"771","VOL","Fissore, Matías","$2.500.000","72","5,14","3,88","14","0","0","0","0","0","0","3","0","0","0","san-martin-san-juan"
"772","VOL","Salas, Lucas","$2.800.000","65","5,00","7,43","13","1","0","0","0","0","0","3","0","0","0","san-martin-san-juan"
"773","VOL","Galeano, Juan","$800.000","5","5,00","1,46","1","0","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"774","VOL","Sagarzazu, Sergio","$2.000.000","13","13,00","9,90","1","0","1","0","0","0","0","0","0","0","0","san-martin-san-juan"
"775","VOL","Gelabert, Marcos","$3.000.000","67","5,15","4,90","13","0","0","0","0","0","0","5","0","0","0","san-martin-san-juan"
"776","VOL","González, Daniel","$900.000","62","5,64","11,73","11","0","1","0","0","0","0","1","1","0","0","san-martin-san-juan"
"777","VOL","Pelaitay, Nicolás","$2.200.000","13","4,33","3,03","3","0","0","0","0","0","0","1","0","0","0","san-martin-san-juan"
"778","VOL","Covea, Michael","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"779","VOL","Lugo, Maximiliano","$1.800.000","37","4,63","5,84","8","0","0","0","0","0","0","2","0","0","0","san-martin-san-juan"
"780","VOL","Martínez, Emmanuel","$2.300.000","13","4,33","3,03","3","0","0","0","0","0","0","1","0","0","0","san-martin-san-juan"
"781","VOL","Agüero, Emiliano","$900.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"782","VOL","Quiroga, Raúl","$2.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"783","VOL","Luna, Jorge","$2.500.000","11","5,50","3,74","2","0","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"784","DEL","Hernández, Emilio","$3.500.000","10","5,00","2,73","2","0","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"785","DEL","Caballero, Franco","$1.300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"786","DEL","Montagna, Ezequiel","$1.500.000","57","5,70","14,37","10","1","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"787","DEL","Barrera, Leandro","$2.300.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"788","DEL","Mina, Arrinton","$3.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"789","DEL","Toledo, Javier","$2.900.000","112","8,00","22,50","14","1","8","0","0","0","0","3","1","0","0","san-martin-san-juan"
"790","DEL","Dening, Emanuel","$2.400.000","114","7,60","22,36","15","2","6","0","0","0","0","3","0","0","0","san-martin-san-juan"
"791","DEL","Alaníz, Martín","$1.800.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"792","DEL","García, Juan M.","$2.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","san-martin-san-juan"
"793","DEL","Villarruel, Gustavo","$2.500.000","16","5,33","4,38","3","0","0","0","0","0","0","0","0","0","0","san-martin-san-juan"
"794","DEL","Molina, Joaquín","$1.200.000","19","4,75","4,28","4","0","0","0","0","0","0","1","0","0","0","san-martin-san-juan"
"795","ARQ","Burrai, Javier","$1.500.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","sarmiento"
"796","ARQ","Trípodi, Emanuel","$3.000.000","68","5,23","11,94","13","0","0","0","16","0","5","1","0","0","0","sarmiento"
"797","ARQ","Vicentini, Manuel","$1.200.000","46","0,00","0,00","7","0","1","0","0","0","0","2","0","0","0","sarmiento"
"798","DEF","Canto, Gustavo","$700.000","12","6,00","4,06","2","0","0","0","0","0","1","0","0","0","0","sarmiento"
"799","DEF","Lequi, Matías","$3.800.000","32","5,33","8,63","6","0","0","0","0","0","2","2","0","0","0","sarmiento"
"800","DEF","Caire, Maximiliano","$1.600.000","58","5,80","9,23","10","0","0","0","0","0","5","0","0","0","0","sarmiento"
"801","DEF","Niz, Alexis","$2.400.000","54","7,71","22,98","7","0","1","0","0","0","4","1","0","0","0","sarmiento"
"802","DEF","Peppino, Franco","$3.700.000","68","5,67","7,44","12","0","0","0","0","0","4","1","0","0","0","sarmiento"
"803","DEF","Rodríguez, Joel","$300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","sarmiento"
"804","DEF","Cosaro, Guillermo","$3.200.000","42","4,67","6,48","9","0","0","0","0","0","3","3","0","0","0","sarmiento"
"805","DEF","Delgado, Daniel","$2.300.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","sarmiento"
"806","DEF","Méndez, Maximiliano","$1.100.000","46","0,00","0,00","7","0","1","0","0","0","2","2","0","0","0","sarmiento"
"807","DEF","Ferracuti, Guillermo","$2.000.000","17","3,40","3,43","5","0","0","0","0","0","1","1","1","0","0","sarmiento"
"808","DEF","Dutari, Francisco","$3.000.000","47","5,22","9,93","9","0","0","0","0","0","4","1","1","0","0","sarmiento"
"809","VOL","Spinaci, Renzo","$1.800.000","14","3,50","2,61","4","0","0","0","0","0","0","2","0","0","0","sarmiento"
"810","VOL","Sánchez, Nicolás","$2.300.000","42","6,00","11,11","7","1","0","0","0","0","0","0","0","0","0","sarmiento"
"811","VOL","Pereira, Hamilton","$2.200.000","60","5,00","5,44","12","0","0","0","0","0","0","1","0","0","0","sarmiento"
