"","Pos.","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"222","VOL","Casado, Víctor","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","colon"
"223","VOL","Fernández, Marcos","$1.800.000","7","3,50","1,30","2","0","0","0","0","0","0","1","0","0","0","colon"
"224","DEL","Villarruel, Gustavo","$2.500.000","40","5,00","6,76","8","0","0","0","0","0","0","1","0","0","0","colon"
"225","DEL","Guanca, Cristian","$2.600.000","35","5,83","9,82","6","0","1","0","0","0","0","0","0","0","0","colon"
"226","DEL","García, Cristian","$2.700.000","42","6,00","14,48","7","1","1","0","0","0","0","1","0","0","0","colon"
"227","DEL","Callejo, Facundo","$2.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","colon"
"228","ARQ","Ramírez, Horacio","$2.400.000","50","4,55","10,29","11","0","0","0","14","0","3","3","0","0","0","crucero-del-norte"
"229","ARQ","Mendonca, Juan","$1.300.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"230","ARQ","Caffa, Germán","$1.800.000","20","5,00","7,67","4","0","0","0","4","0","2","1","0","0","0","crucero-del-norte"
"231","DEF","Cabrera, Juan","$1.900.000","19","4,75","4,57","4","0","0","0","0","0","2","1","0","0","0","crucero-del-norte"
"232","DEF","Pérez, Alejandro","$2.600.000","76","5,85","7,90","13","0","0","0","0","0","4","0","0","0","0","crucero-del-norte"
"233","DEF","Cabañas, Víctor","$1.700.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","crucero-del-norte"
"234","DEF","Barraza, Julio","$2.900.000","47","6,71","21,36","7","0","1","0","0","0","3","2","1","0","0","crucero-del-norte"
"235","DEF","Bareyro, Dante","$2.400.000","30","7,50","11,36","4","0","1","0","0","0","1","0","1","0","0","crucero-del-norte"
"236","DEF","Oliva, Maximiliano","$1.900.000","10","3,33","2,60","3","0","0","0","0","0","0","0","1","0","0","crucero-del-norte"
"237","DEF","Rosso, Federico","$2.000.000","27","5,40","6,71","5","0","0","0","0","0","3","2","0","0","0","crucero-del-norte"
"238","DEF","Dematei , Nicolás","$2.700.000","77","6,42","23,31","12","1","1","0","0","0","4","1","2","0","0","crucero-del-norte"
"239","DEF","Tomasini, Gabriel","$2.500.000","53","5,30","9,16","10","0","0","0","0","0","4","3","0","0","0","crucero-del-norte"
"240","DEF","Lechner, Rodrigo","$1.400.000","15","5,00","3,63","3","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"241","DEF","Godoy, Cristian","$300.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","crucero-del-norte"
"242","VOL","Lamas, Marcelo","$1.300.000","27","4,50","4,83","6","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"243","VOL","Fileppi, Claudio","$2.300.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"244","VOL","Dujaut, José","$900.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"245","VOL","Melgarejo, Damián","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"246","VOL","Torres, Diego","$2.500.000","15","5,00","3,75","3","0","0","0","0","0","0","1","0","0","0","crucero-del-norte"
"247","VOL","Molinas, Iván","$700.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"248","VOL","Romero, Dardo","$1.800.000","24","3,43","3,30","7","0","0","0","0","0","0","4","0","0","0","crucero-del-norte"
"249","VOL","Chironi, Gabriel","$800.000","21","4,20","5,12","5","0","0","0","0","0","0","0","1","0","0","crucero-del-norte"
"250","VOL","Olmedo, Nicolás","$3.100.000","57","5,70","9,99","10","0","1","0","0","0","0","2","0","0","0","crucero-del-norte"
"251","VOL","Caballero, Lucas","$1.500.000","12","6,00","3,74","2","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"252","VOL","Vázquez, Fabio","$2.800.000","90","6,00","14,68","15","2","1","0","0","0","0","1","0","0","0","crucero-del-norte"
"253","VOL","Monserrat, Fabián","$2.900.000","49","4,45","4,93","11","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"254","DEL","Yagusieczko, Adrián","$1.500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"255","DEL","Martínez R., Nicolás","$2.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","crucero-del-norte"
"256","DEL","Alvarez, Ernesto","$3.000.000","87","6,21","14,57","14","2","2","0","0","0","0","1","0","0","0","crucero-del-norte"
"257","DEL","Avalos, Gabriel","$2.500.000","89","6,85","24,89","13","2","3","0","0","0","0","0","0","0","0","crucero-del-norte"
"258","DEL","Stupiski, Pablo","$1.500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","crucero-del-norte"
"259","DEL","Cólzera, Ariel","$2.500.000","45","5,00","8,11","9","0","1","0","0","0","0","3","0","0","0","crucero-del-norte"
"260","ARQ","Arias, Gabriel","$3.000.000","88","5,87","18,73","15","3","0","0","21","0","4","2","0","0","0","defensa-y-justicia"
"261","ARQ","Dobboletta, Juan I.","$1.300.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"262","ARQ","Santillo, Pablo","$1.800.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"263","DEF","Saveljich, Esteban","$3.000.000","62","5,17","8,93","12","0","0","0","0","0","4","4","0","0","0","defensa-y-justicia"
"264","DEF","Benítez, Marcelo","$3.300.000","59","5,36","8,48","11","0","0","0","0","0","4","1","0","0","0","defensa-y-justicia"
"265","DEF","Tejera, Juan","$2.400.000","7","2,33","1,77","3","0","0","0","0","1","0","0","1","0","0","defensa-y-justicia"
"266","DEF","Barrios, Fernando","$1.600.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","defensa-y-justicia"
"267","DEF","Vella, Luciano","$2.500.000","18","4,50","5,35","4","0","0","0","0","0","2","0","1","0","0","defensa-y-justicia"
"268","DEF","Matheu, Carlos","$3.300.000","60","5,45","16,60","11","0","1","0","0","0","3","3","1","0","0","defensa-y-justicia"
"269","DEF","Martínez, Damián","$3.000.000","49","4,45","5,75","11","0","0","0","0","0","3","5","0","0","0","defensa-y-justicia"
"270","DEF","Delgado, Rafael","$3.200.000","11","2,75","1,52","4","0","0","0","0","0","0","2","0","0","0","defensa-y-justicia"
"271","DEF","Yacuzzi, Javier","$2.500.000","8","4,00","2,24","2","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"272","DEF","Faccioli, Emir","$3.600.000","70","7,00","19,05","10","0","1","0","0","0","4","1","0","0","0","defensa-y-justicia"
"273","VOL","Leyes, Nery","$2.400.000","34","5,67","8,12","6","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"274","VOL","Alvarez, Favio","$2.300.000","24","4,80","4,83","5","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"275","VOL","Juárez, Axel","$2.500.000","50","4,17","4,64","12","0","0","0","0","0","0","5","0","0","0","defensa-y-justicia"
"276","VOL","Yacob, Diego","$2.000.000","12","4,00","3,17","3","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"277","VOL","Barbieri, Mariano","$2.500.000","29","5,80","7,27","5","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"278","VOL","Cassoratti, Kevin","$500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"279","VOL","Tonetto, Diego","$2.100.000","16","4,00","3,00","4","0","0","0","0","0","0","1","0","0","0","defensa-y-justicia"
"280","VOL","Rivero, José Ignacio","$1.900.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"281","VOL","Tellechea, Emiliano","$2.400.000","22","5,50","5,50","4","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"282","VOL","Romero, Emiliano","$2.800.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"283","VOL","Bertochi, Nicolás","$3.000.000","35","8,75","22,17","4","1","1","0","0","0","0","0","0","0","0","defensa-y-justicia"
"284","VOL","Cabrera, Gonzalo","$2.300.000","21","7,00","9,36","3","0","1","0","0","0","0","0","0","0","0","defensa-y-justicia"
"285","VOL","Busse, Walter","$2.800.000","43","4,78","6,13","9","0","0","0","0","0","0","2","0","0","0","defensa-y-justicia"
"286","DEL","Sánchez Sotelo, Juan","$3.700.000","93","7,15","19,07","13","1","4","0","0","0","0","0","0","0","0","defensa-y-justicia"
"287","DEL","Isnaldo, Eugenio","$2.800.000","45","5,00","8,11","9","0","1","0","0","0","0","1","0","0","0","defensa-y-justicia"
"288","DEL","Curuchet, Facundo","$2.000.000","10","5,00","2,60","2","0","0","0","0","0","0","0","0","0","0","defensa-y-justicia"
"289","DEL","Rodríguez, Julio C.","$2.900.000","46","5,75","13,15","8","0","2","0","0","0","0","1","0","0","0","defensa-y-justicia"
"290","DEL","Gauto González, M.","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","defensa-y-justicia"
"291","DEL","Rius, Ciro","$3.600.000","92","6,57","14,60","14","1","2","0","0","0","0","1","0","0","0","defensa-y-justicia"
"292","ARQ","Navarro, Hilario","$3.800.000","66","6,00","17,28","11","1","0","0","11","0","4","2","0","0","0","estudiantes"
"293","ARQ","Silva, Agustín","$1.500.000","9","3,00","1,43","3","0","0","0","5","0","0","1","0","0","0","estudiantes"
"294","ARQ","Rossi, Agustín","$700.000","4","4,00","0,89","1","0","0","0","1","0","0","0","0","0","0","estudiantes"
"295","DEF","Vargas, Luciano","$600.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","estudiantes"
"296","DEF","Ayala, Rodrigo","$400.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","estudiantes"
"297","DEF","Schunke, Jonatan","$4.200.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","estudiantes"
"298","DEF","Aguirregaray, Matías","$3.000.000","39","4,88","9,38","8","0","0","0","0","0","3","1","1","0","0","estudiantes"
"299","DEF","Rosales, Mauricio","$2.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","estudiantes"
"300","DEF","Desábato, Leandro","$5.400.000","69","6,27","17,47","11","0","1","0","0","0","3","2","0","0","0","estudiantes"
"301","DEF","Domínguez, Sebastián","$4.500.000","52","5,78","9,94","9","0","0","0","0","0","4","0","0","0","0","estudiantes"
"302","DEF","Presentado, Matías","$1.400.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","estudiantes"
"303","DEF","Pereira, Alvaro","$4.000.000","50","5,00","11,82","10","1","0","0","0","0","3","5","0","0","0","estudiantes"
"304","VOL","Acosta, Luciano","$3.600.000","38","6,33","11,71","6","2","0","0","0","0","0","2","0","0","0","estudiantes"
"305","VOL","Marchioni, Julián","$800.000","11","5,50","3,17","2","0","0","0","0","0","0","0","0","0","0","estudiantes"
"306","VOL","Seijas, Gabriel","$400.000","2","2,00","0,22","1","0","0","0","0","0","0","1","0","0","0","estudiantes"
"307","VOL","Jara, Leonardo","$3.200.000","40","6,67","19,52","6","1","1","0","0","0","0","1","0","0","0","estudiantes"
"308","VOL","Orihuela, Matías","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","estudiantes"
"309","VOL","Gil, Leonardo","$3.800.000","55","5,50","9,00","10","1","0","0","0","0","0","1","0","0","0","estudiantes"
"310","VOL","Gil Romero, Gastón","$3.900.000","39","4,88","6,56","8","0","0","0","0","0","0","2","0","0","0","estudiantes"
"311","VOL","Rodríguez, Lucas","$300.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","estudiantes"
"312","VOL","Damonte, Israel","$3.500.000","46","5,75","19,85","8","1","1","0","0","0","0","3","1","0","0","estudiantes"
"313","VOL","Sánchez Miño, Juan","$4.700.000","63","5,25","9,03","12","0","1","0","0","0","0","0","0","0","0","estudiantes"
"314","VOL","Barbona, David","$2.500.000","28","5,60","8,23","5","0","1","0","0","0","0","1","0","0","0","estudiantes"
"315","DEL","Vera, Diego","$3.800.000","27","5,40","7,65","5","0","1","0","0","0","0","0","0","0","0","estudiantes"
"316","DEL","Cerutti, Ezequiel","$3.700.000","72","6,00","16,18","12","1","0","1","0","0","0","2","0","0","0","estudiantes"
"317","DEL","Umere, Elías","$400.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","estudiantes"
"318","DEL","Rosso, Matías","$800.000","15","5,00","3,63","3","0","0","0","0","0","0","0","0","0","0","estudiantes"
"319","DEL","Anselmo, Federico","$500.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","estudiantes"
"320","DEL","Auzqui, Carlos","$3.500.000","45","4,50","10,46","10","0","1","0","0","0","0","1","1","0","0","estudiantes"
"321","DEL","Mendoza, Diego","$600.000","15","7,50","6,57","2","0","1","0","0","0","0","1","0","0","0","estudiantes"
"322","ARQ","Martín Arias, Alexis","$1.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","gimnasia"
"323","ARQ","Navarro, Nicolás","$4.400.000","84","7,64","28,88","11","4","0","0","10","0","5","2","0","0","0","gimnasia"
"324","ARQ","Bonnin, Yair","$2.000.000","21","5,25","7,83","4","1","0","0","5","0","0","0","0","0","0","gimnasia"
"325","DEF","Noble, Matías","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","gimnasia"
"326","DEF","Benítez, Oliver","$3.500.000","61","5,08","6,48","12","0","0","0","0","0","3","2","1","0","0","gimnasia"
"327","DEF","Oreja, Facundo","$3.800.000","70","5,00","7,52","14","0","0","0","0","0","4","3","1","0","0","gimnasia"
"328","DEF","Bonifacio, Ezequiel","$1.800.000","34","6,80","10,12","5","0","0","0","0","0","4","1","0","0","0","gimnasia"
"329","DEF","Barsottini, Osvaldo","$4.700.000","63","4,50","7,15","14","0","0","0","0","0","4","4","1","0","0","gimnasia"
"330","DEF","Coronel, Maximiliano","$3.200.000","82","7,45","24,73","11","0","2","0","0","0","6","4","0","0","0","gimnasia"
"331","DEF","Jáuregui, Ignacio","$400.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","gimnasia"
"332","DEF","Licht, Lucas","$5.300.000","27","5,40","6,36","5","0","0","0","0","0","1","1","0","0","0","gimnasia"
"333","DEF","García, Ariel Matías","$2.500.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","gimnasia"
"334","DEF","Guanini, Manuel","$300.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","gimnasia"
"335","DEF","Velázquez, Sergio","$2.000.000","7","3,50","1,30","2","0","0","0","0","0","1","1","0","0","0","gimnasia"
"336","VOL","Fernández, Ignacio","$4.500.000","103","7,92","29,00","13","1","4","0","0","0","0","2","0","0","0","gimnasia"
"337","VOL","Fernández, Alvaro","$4.000.000","84","5,60","11,00","15","0","2","0","0","0","0","1","0","0","0","gimnasia"
"338","VOL","Silva, Juan Ignacio","$300.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","gimnasia"
"339","VOL","Rojas, Jorge","$3.300.000","72","7,20","28,06","10","0","3","0","0","0","0","2","0","0","0","gimnasia"
"340","VOL","Mendoza, Javier","$2.500.000","22","5,50","5,74","4","0","0","0","0","0","0","0","0","0","0","gimnasia"
"341","VOL","Pouso, Omar","$3.200.000","13","4,33","3,00","3","0","0","0","0","0","0","1","0","0","0","gimnasia"
"342","VOL","Nicolaievsky, Diego","$1.500.000","5","5,00","1,38","1","0","0","0","0","0","0","0","0","0","0","gimnasia"
"343","VOL","Brum, Roberto","$3.400.000","61","4,69","5,30","13","0","0","0","0","0","0","5","0","0","0","gimnasia"
"344","DEL","Andrada, Brian","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","gimnasia"
"345","DEL","Medina, Antonio","$4.000.000","61","6,78","29,42","9","1","3","0","0","0","0","0","1","0","0","gimnasia"
"346","DEL","Contreras, Rodrigo","$2.300.000","20","10,00","14,62","2","1","1","0","0","0","0","0","0","0","0","gimnasia"
"347","DEL","Mazzola, Nicolás","$1.600.000","25","5,00","8,37","5","0","1","0","0","0","0","2","0","0","0","gimnasia"
"348","DEL","Meza, Maximiliano","$3.600.000","89","5,93","12,65","15","0","2","0","0","0","0","2","0","0","0","gimnasia"
"349","DEL","Vegetti, Pablo","$3.900.000","65","5,00","7,56","13","0","1","0","0","0","0","2","0","0","0","gimnasia"
"350","DEL","Bou, Walter","$1.500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","gimnasia"
"351","DEL","Ramírez, Eric","$400.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","gimnasia"
"352","ARQ","Rey, Rodrigo","$2.900.000","57","8,14","26,11","7","1","0","0","4","0","4","0","0","0","1","godoy-cruz"
"353","ARQ","Moyano, Sebastián","$2.700.000","38","4,75","10,65","8","1","0","0","13","0","1","0","0","0","0","godoy-cruz"
"354","ARQ","Ramírez, Roberto","$900.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","godoy-cruz"
"355","DEF","Alvacete, Juan I.","$2.500.000","42","4,67","6,13","9","0","0","0","0","1","2","2","0","0","0","godoy-cruz"
"356","DEF","Burgos, Esteban","$1.400.000","7","7,00","2,71","1","0","0","0","0","0","1","0","0","0","0","godoy-cruz"
"357","DEF","Ceballos, Lucas","$3.000.000","62","4,77","5,76","13","0","0","0","0","0","3","3","0","0","0","godoy-cruz"
"358","DEF","Viera, Diego","$2.800.000","78","5,57","6,01","14","0","0","0","0","0","4","2","0","0","0","godoy-cruz"
"359","DEF","Zárate, Nahuel","$2.600.000","44","5,50","7,72","8","0","0","0","0","0","5","2","0","0","0","godoy-cruz"
"360","DEF","Bay, Jonathan","$400.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","godoy-cruz"
"361","DEF","Galeano, Leonel","$2.700.000","65","5,00","9,79","13","0","0","0","0","0","5","5","1","0","0","godoy-cruz"
"362","DEF","Olivares, Sebastián","$2.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"363","VOL","Díaz, Agustín","$1.800.000","20","5,00","4,50","4","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"364","VOL","Giménez, Gastón","$2.000.000","35","5,00","8,64","7","1","0","0","0","0","0","1","1","0","0","godoy-cruz"
"365","VOL","Gonzalez, Daniel","$2.300.000","9","4,50","2,13","2","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"366","VOL","Jerez Silva, Luis","$2.400.000","33","4,71","5,82","7","0","0","0","0","0","0","3","0","0","0","godoy-cruz"
"367","VOL","Angileri, Fabrizio","$1.900.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"368","VOL","García, Emmanuel","$1.500.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","godoy-cruz"
"369","VOL","Zuqui, Fernando","$2.600.000","76","5,43","2,39","14","1","0","0","0","0","0","5","0","0","0","godoy-cruz"
"370","DEL","Garro, Juan","$2.800.000","48","6,00","12,03","8","0","2","0","0","0","0","1","0","0","0","godoy-cruz"
"371","DEL","Ayoví, Jaime","$3.900.000","65","5,91","12,62","11","0","3","0","0","0","0","3","0","0","0","godoy-cruz"
"372","DEL","Fernández, Leandro","$3.800.000","85","5,67","5,41","15","0","0","0","0","0","0","2","0","0","0","godoy-cruz"
"373","DEL","Correa, Javier","$2.500.000","8","2,67","2,25","3","0","0","0","0","0","0","0","1","0","0","godoy-cruz"
"374","ARQ","Marinelli, Gonzalo","$1.700.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","huracan"
"375","ARQ","Díaz, Marcos","$4.600.000","75","6,25","22,83","12","2","0","0","16","0","3","0","0","0","0","huracan"
"376","ARQ","Giordano, Matías","$2.500.000","5","2,50","0,91","2","0","0","0","4","0","0","0","0","0","0","huracan"
"377","DEF","Mancinelli, Federico","$3.200.000","38","5,43","8,53","7","0","0","0","0","0","2","1","0","0","0","huracan"
"378","DEF","Domínguez, Eduardo","$4.100.000","70","6,36","33,87","11","1","1","1","0","0","3","1","2","0","0","huracan"
"379","DEF","Blázquez, Matías","$1.500.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","huracan"
"380","DEF","Balbi, Luciano","$3.300.000","52","5,20","7,82","10","0","0","0","0","0","3","1","0","0","0","huracan"
"381","DEF","Nervo, Martín","$4.000.000","68","4,86","4,59","14","0","0","0","0","0","2","3","0","0","0","huracan"
"382","DEF","Arano, Carlos","$3.400.000","7","7,00","2,71","1","0","0","0","0","0","1","0","0","0","0","huracan"
"383","DEF","Echeverría, Santiago","$2.000.000","46","4,60","6,91","10","0","0","0","0","0","2","4","0","0","0","huracan"
"384","VOL","Vismara, Federico","$3.900.000","54","4,91","7,57","11","0","0","0","0","0","0","0","1","0","0","huracan"
"385","VOL","Distéfano, David","$1.400.000","17","5,67","11,53","3","0","1","0","0","0","0","0","1","0","0","huracan"
"386","VOL","Romero Gamarra, A.","$2.500.000","34","4,86","6,59","7","0","0","0","0","0","0","1","0","0","0","huracan"
"387","VOL","Gallegos, Ezequiel","$2.400.000","35","4,38","5,00","8","0","0","0","0","0","0","0","0","0","0","huracan"
"388","VOL","Toranzo, Patricio","$4.400.000","61","6,10","13,07","10","0","1","0","0","0","0","2","0","0","0","huracan"
"389","VOL","Villarruel, Lucas","$3.100.000","38","4,75","7,05","8","0","0","0","0","0","0","2","0","0","0","huracan"
"390","VOL","M. y Fabianesi, Iván","$3.500.000","33","5,50","10,17","6","1","0","0","0","0","0","1","0","0","0","huracan"
"391","VOL","Bruna, Nicolás","$1.800.000","9","3,00","1,66","3","0","0","0","0","0","0","0","1","0","0","huracan"
"392","VOL","Mandarino, Germán","$3.400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","huracan"
"393","VOL","Bogado, Mauro","$3.800.000","82","5,86","12,15","14","1","1","0","0","0","0","5","0","0","0","huracan"
"394","VOL","Montenegro, Daniel","$5.000.000","45","5,63","10,82","8","0","1","0","0","0","0","1","0","0","0","huracan"
"395","DEL","Gil Clarotti, Agustín","$600.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","huracan"
"396","DEL","Abila, Ramón","$5.200.000","84","7,64","48,88","11","1","6","0","0","0","0","2","0","0","0","huracan"
"397","DEL","D'Alia, Patricio","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","huracan"
"398","DEL","Orieta, Matías","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","huracan"
"399","DEL","Torassa, Agustín","$3.000.000","50","5,56","8,88","9","0","0","2","0","0","0","3","0","0","0","huracan"
"400","DEL","Espinoza, Cristian","$4.000.000","8","4,00","1,66","2","0","0","0","0","0","0","1","0","0","0","huracan"
"401","DEL","Campana, Lucas","$900.000","20","5,00","5,20","4","0","1","0","0","0","0","1","0","0","0","huracan"
"402","DEL","Puch, Edson","$2.700.000","28","4,67","7,76","6","0","0","0","0","0","0","0","1","0","0","huracan"
"403","ARQ","Montoya, Germán","$3.500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","independiente"
"404","ARQ","Rehak, Gonzalo","$300.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","independiente"
"405","ARQ","Rodríguez, Diego M.","$4.900.000","74","5,69","12,82","13","1","0","1","13","0","2","2","0","0","0","independiente"
"406","ARQ","Daffonchio, Facundo","$1.000.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","independiente"
"407","DEF","Cuesta, Víctor","$3.500.000","77","5,50","12,60","14","0","1","0","0","0","3","4","0","0","0","independiente"
"408","DEF","Toledo, Gustavo","$3.000.000","74","5,29","5,88","14","0","0","0","0","0","3","1","0","0","0","independiente"
"409","DEF","Breitenbruch, Néstor","$3.000.000","4","4,00","0,89","1","0","0","0","0","0","0","0","0","0","0","independiente"
"410","DEF","Victorino, Mauricio","$3.500.000","32","5,33","7,75","6","0","0","0","0","0","2","2","0","0","0","independiente"
"411","DEF","Báez, Cristian Javier","$900.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","independiente"
"412","DEF","Figal, Nicolás","$2.000.000","11","5,50","3,17","2","0","0","0","0","0","0","0","0","0","0","independiente"
"413","DEF","Tagliafico, Nicolás","$3.300.000","74","4,93","4,93","15","0","0","0","0","0","3","3","0","0","0","independiente"
"414","DEF","Villalba, Lucas","$2.700.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","independiente"
"415","DEF","Zárate, Alexis","$2.200.000","19","3,00","0,00","6","0","0","0","0","0","1","2","1","0","0","independiente"
"416","DEF","Aguilera, Emanuel","$3.900.000","50","6,25","18,17","8","0","1","0","0","0","1","2","0","0","0","independiente"
"417","DEF","Papa, Emiliano","$3.700.000","51","5,10","7,65","10","0","0","0","0","0","2","2","0","0","0","independiente"
"418","VOL","Ortiz, Cristian","$700.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","independiente"
"419","VOL","Pisano, Matías","$5.600.000","109","7,27","25,77","15","3","2","0","0","0","0","3","0","0","0","independiente"
"420","VOL","Vitale, Julián","$800.000","8","4,00","1,98","2","0","0","0","0","0","0","1","0","0","0","independiente"
"421","VOL","Méndez, Jesús","$4.100.000","51","5,10","11,76","10","1","0","0","0","0","0","4","1","0","0","independiente"
"422","VOL","Aquino, Claudio","$3.200.000","16","5,33","4,17","3","0","0","0","0","0","0","0","0","0","0","independiente"
"423","VOL","Rodríguez, Diego","$3.200.000","30","6,00","7,47","5","0","0","0","1","0","0","0","0","0","0","independiente"
"424","VOL","Mancuello, Federico","$7.800.000","74","7,40","32,82","10","1","3","0","0","0","0","3","2","0","0","independiente"
"425","VOL","Trejo, Juan Manuel","$2.000.000","0","0,00","0,00","0","0","0","0","0","0","0","0","0","0","0","independiente"
"426","VOL","Bellocq, Franco","$2.600.000","15","3,75","3,16","4","0","0","0","0","0","0","1","0","0","0","independiente"
"427","DEL","Albertengo, Lucas","$6.700.000","123","8,20","27,00","15","1","8","0","0","0","0","2","0","0","0","independiente"
"428","DEL","Lucero, Juan Martín","$3.300.000","15","5,00","3,63","3","0","0","0","0","0","0","0","0","0","0","independiente"
"429","DEL","Riaño, Claudio","$4.200.000","53","5,89","13,52","9","0","2","0","0","0","0","0","0","0","0","independiente"
"430","DEL","Valencia, José","$3.700.000","12","4,00","2,44","3","0","0","0","0","0","0","1","0","0","0","independiente"
"431","DEL","Pizzini, Francisco","$2.500.000","20","5,00","4,62","4","0","0","0","0","0","0","0","0","0","0","independiente"
"432","DEL","Benítez, Martín","$1.700.000","31","5,17","6,50","6","0","0","0","0","0","0","0","0","0","0","independiente"
"433","ARQ","Acosta Luna, Aín","$400.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"434","ARQ","Ibáñez, Matías","$2.700.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"435","ARQ","Monetti, Fernando","$4.900.000","81","5,40","8,53","15","0","0","0","16","0","5","2","0","0","0","lanus"
"436","ARQ","Avellaneda, Nicolás","$500.000","19","3,00","0,00","6","0","0","0","0","0","0","2","1","0","0","lanus"
"437","DEF","Araujo, Carlos","$3.500.000","66","5,08","5,63","13","0","0","0","0","0","5","6","0","0","0","lanus"
"438","DEF","Monteseirín, Facundo","$1.900.000","7","7,00","2,71","1","0","0","0","0","0","1","0","0","0","0","lanus"
"439","DEF","Pasquini, Nicolás","$3.000.000","37","5,29","6,85","7","0","0","0","0","0","0","0","0","0","0","lanus"
